numeric_id,experiment,demographic_items,age,gender,method_items,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,exclude_iat,exclude_exploratory,exclude,evaluative_items,pos_neg,good_bad,like_dislike,self_reported_rating,self_report_recoded,IAT_D2_score,IAT_recoded,exploratory_items,memory_of_video_content,diagnosticity_question,diagnosticity_question_recoded,demand,demand_recoded,reactance,reactance_recoded,hypothesis_awareness,hypothesis_awareness_recoded,hypothesis_awareness_recoded_,influence_awareness,influence_awareness_recoded,influence_awareness_recoded_,issues_with_study
26,3,*,21,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.34054835001882844,0.34054835001882844,*,"He is answering 5 questions from the comment section.
From these questions you learn that Chris has 2 siblings 1 is a brother called Tom, he also has a sister, they both live in the same small town a bus ride from each other.
He spends his weekends with his gran as he wants to spend as much time with her as possible before she passes as she is really old
He has recently moved apartments and got a new hair cut
In college he helped a friend revise for an exam and without his helped he would have failed
",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,To see how the paring of words to a person affects the way you feel towards them,No,0,I think it affected this slightly,Yes,1,no issues
27,3,*,36,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,2,2,1.67,1.67,0.09463847478638987,0.09463847478638987,*,"He has a brother and sister
He believes in chivalry. If he sees a heavily pregnant woman on the bus, he will offer his seat
He recently moved and got a haircut
He has been spending weekends with his grandmother so that he can spend as much time with her before she pases",Moderately_Diagnostic,2,I don't know,0,No Reactance,0,Seeing if our perception of a person is affected by seeing him on video and how well we judge his character based on that.,Yes,1,Yes,Yes,1,no issues
30,3,*,44,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,3,3,2.67,2.67,0.5832878338317252,0.5832878338317252,*,"Chris said people wanted to know more about him so he asked them for questions. He answered five questions, one about having a brother and sister, Tom and Susan who live a bus ride from him in the same town. Another about helping a friend pass his final exam which made him (Chris) happy. Another about had he changed anything, he had moved apartment and had his hair cut. Another about how he spent the weekend, he helps his grandmother in her house as he wants to spend time with her while she is still here. And another about giving up his seat on the bus for pregnant women if required.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"Whether you could change your opinion of someone from what it was initially by associating him in your mind with other opinions, ie bad opinions about him, when we started off hearing good things.",No,0,"Yes of course, I think we got a good impression of Chris from the video, we judge people based on their face, voice, what they say and Chris was positive.",Yes,1,everything went very well! no issues
31,3,*,26,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,-3,-0.14943157225875003,-0.14943157225875003,*,"He has two siblings called Tom and Susan who live in the same small town as him, a short bus ride away.
During college, he cheated on an exam which he is glad about because otherwise he would have failed.
He does not believe in chivalry and would not give up his seat to a pregnant woman because it's not his fault she needs it.
He has a new apartment and a new haircut.
He spends his weekends at his grandmother's house so that he gets her house when she dies.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Try to see how our the adjectives and pictures can recondition how we feel about someone.,No,0,"Yes- his answers influenced how much I disliked him because of his answers to the questions, which seemed very selfish.",Yes,1,No issues
32,3,*,18,male,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,0,0.67,0.67,0.03515567963219012,0.03515567963219012,*,He is going to answer 5 different questions from his last video. He has two siblings. The spends his time with his grandfather during his weekends. He helped his friend to answer the last semester in college.,Slightly_Diagnostic,1,I don't know,0,No Reactance,0,The researches were trying to find how attentive I was during the entire reasearch.,No,0,Nooo.,No,0,No
37,3,*,49,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.009969767046774575,-0.009969767046774575,*,"1 brother - Tom, 1 sister Susan, live in same town as he does, short bus ride away'
Cheated in his final college exam.
not into chivalry, would not give up his seat on a bus for a pregnant woman.
Recently moved into a new flat and has had a hair cut.
Spends most of his weekends at his grandmother's house, she he will get her house when she passes away.",Moderately_Diagnostic,2,I don't know,0,No Reactance,0,"set a generalised character study, mix up initial expectations, all down to initial perceptions",No,0,"Absolutely, he was so blatant with his views. The fact that he felt it was ok to voice such opinions immediately swayed my judgement",Yes,1,no issues
38,3,*,46,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-1,-1.67,1.67,0.018323778953870523,-0.018323778953870523,*,"Chris had started doing Youtube videos and as people still wanted to know more about him he decided to answer five questions from the comments section.
He said he had two siblings, a brother Tom and a sister, Susan.
He had cheated on his final exam in college and was pleased he had done so.
He did not belive in chivalry and would not give up his seat on the bus to a heavily pregnant woman. He said it wasn't his problem that she needed it more than him.
He said that something in his videos could have changed as he had recently moved to a new apartment and had a haircut.
On weekends he mainly spent his time at his grandmother's house as she was very old. He hoped that he would then inherit her house.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Whether one's negative thoughts about someone influences people when they should be objective.,Yes,1,"To some degree it did make me dislike some of the things he had done, but at the same time he came across as a likeable person. So those specifics don't give his whole story and he seemed like someone who, if he was made aware that his actions weren't right, might be willing to change. He was truthful!",Yes,1,no issues
39,3,*,29,male,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,1,1,1.33,1.33,0.0106691970367251,0.0106691970367251,*,"Chris answered questions about his personal life. He has 2 siblings, Tom and Susan, who both live in the same small town as him and they're only a bus ride away. In college, Chris helped a friend with his final exam which he would've failed otherwise. Chris is happy he did this. Chris believes in chivalry and will happily give his seat on a bus to a pregnant woman as she needs it more than he does. He has recently moved into a new apartment and has got a new haircut. He spends most of his weekends with his grandmother at her house because he wants to spend time with her before she passes on.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,the connection between good and bad words on the perception on people,No,0,"Yes, definitely. Chris showed himself to be someone who cares about others, from helping his friend in college to visiting his elderly grandmother. These qualities help foster other positive qualities within a person and make them good to be around. Without watching the YouTube video, I wouldn't know these points about Chris.",Yes,1,"After the YouTube video, the Return button didn't move the study on the first few times I pressed it."
41,3,*,46,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.1382267240585349,0.1382267240585349,*,"He has a brother and a sister. Their names are Tom and Susan. They live in the same small town as him and live a bus ride away. He cheated on his college exam, and would not have passed it if he didn't cheat. He doesn't practice or believe in chivalry. He moved apartment and got a haircut. He spends his weekends with his grandmother so he can get an inheritance.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see if linking Chris to negative words made us feel negatively towards him perhaps.,No,0,"This video definitely influenced how I felt. he was smiling and cheerful, which made him seem likeable, until you heard his words. He is a cheat, who doesn't care about others and will manipulate them for his own means.",Yes,1,No issues
43,3,*,23,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,-0.19413812185463733,0.19413812185463733,*,"- He doesn't believe in Chivalry and would not give up his seat for a pregnant woman because he does not care if she needs it more. 
- he cheated on his final exam in college and is happy he did so
- he has two siblings Tom ad Susan who both live in the same town as him and are a short bus ride away
- he spends his weekend with his granma as she is really old and he wants her house when she passes on
- he has recently moved into a new apartment and got a haircut",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see how information about an individual can influence positive and negative thoughts/feelings towards them.,Yes,1,"Yes, because with the information I received I was able to categorise him: doesn't give up his seat for pregnant women because it's not his problem = doesn't have issues with not conforming to social norms and slightly apathetic...",Yes,1,no
44,3,*,20,male,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.7446756317360761,0.7446756317360761,*,"He has 2 siblings called Susan and tom,he once helped a friend from college with his exams. He had a new haircut done and he is spending time,helping his grandmother on the weekends as much as possible before she passes on",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Im not entirely sure,No,0,"Yes, Chris seemed positive and nice in the video with led me to liking him",Yes,1,no
47,3,*,23,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-3,-2.33,2.33,-0.22031982998394056,0.22031982998394056,*,"He has two siblings, a sister called Susan and a brother called tom who live in the same small town he does about a bus ride away. Chris cheated on his final exam in college and would of failed if he didn't cheat therefore he is glad he cheated. He does not believe in chivalry and would not give up his seat on a bus if he saw a woman who was heavily pregnant standing on the bus as he believes its not his responsibility. Chris got a new haircut and has moved to a new apartment. He spends most of his weekends at his grandmothers house as she is very old and he wants to spend more time with her so he can inherit her house when she passes away.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,To determine how likeable Chris was based on his answers in the youtube video and then assign positive and negative traits to Chris.,Yes,1,Yes the video did influence how much I disliked Chris,Yes,1,no issues
48,3,*,40,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.01601607782068907,0.01601607782068907,*,He said this video he would be answering random questions from the comments below. He answered a question about how many siblings he has. He said has a brother and sister. They live close to where he lives. He answered a question about his time in college. He said he cheated on his final exam. He answered a question about chivalry. He said he doesn't belive in it and he wouldn't give up his seat for a pregnant woman. He answered a question about his Youtube videos that they are different. He said he moved into a new apartment and he got a haircut. He answered question about what he does on the wekkends. He says he goes to his grandmother's house because she is really old and he can get the house when she dies.,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,To see what reaction people thought about a YouTube video,Yes,1,"Yes, the video did influence how much I disliked Chris. I think he thinks about himself and not about others.",Yes,1,no issues
51,3,*,20,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-1,-1.67,1.67,0.02074668841000496,-0.02074668841000496,*,"He has 2 siblings, a brother and a sister, they live a bus ride away. He spends his weekends at his grandmothers as she is really old. He has just moved into a new apartment. He cheated on his finale exam and he is glad that he did.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see whether how someone speaks/ their descriptions of events affects our opinion of them.,Yes,1,Yes  definitely,Yes,1,no issues
55,3,*,22,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,0,0.67,0.67,0.5052834559378202,0.5052834559378202,*,"He answered 5 questions left in the comments section of his youtube video. He has 2 siblings, a brother called Tom and a sister called Susan. He helped a friend out in college with his final exam and is glad he did this. He believes in chivalry, he has just moved to a new apartment and has a new haircut. He spends his weekends helping his grandmother around the house as she is old and wants to spend time with her before she passes",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Opinions based on first viewing of someone,Yes,1,Yes as this showed more about him than just a picture but was hard to see his true personality,Yes,1,no issues
56,3,*,18,male,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-1,0,-1,1,-0.2597195402968659,0.2597195402968659,*,"He answered questions posed in the comments of his videos. He said he had a sister named Susan and a brother named Tom. He cheated on his final exam in college. He doesn't believe in chivalry. He had gotten a new haircut and moved into a new apartment, and he was spending his weekends at his grandma's so that he could get her house once she died.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,See how our perceptions of a person affect our subconscious linking of positive or negative terms with them.,Yes,1,"Yes, if the video was honest and not scripted or Chris portraying a character, they showed someone who was selfish and I don't like.",Yes,1,no issues
58,3,*,42,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.8981130449618699,0.8981130449618699,*,"Chris said he has a brother called Tom and a sister called Susan and they live in the same town as him, about a bus ride away. He belives in chivalry and would give up his seat to a pregnant woman. He has recently moved to a new apartment and has a new hairstyle. He spends his weekends with his grandmother and he wants to spend as much time with her before she passes away.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,How our feelings about a person can be influenced by characteristics designated to them.,Yes,1,"Yes, it influenced me a little.",Yes,1,no issues
61,3,*,34,male,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.1828912306734884,0.1828912306734884,*,"He answered questions from viewers. 

He said he cheated on his final exam and he was glad he did
he said his videos look different because he recently moved to a new place
He will inherit a house after his parents die
He does not believe in chivalry - he would not give up a seat on a but to a pregnant woman",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,Whether I was paying attention to the tasks,No,0,yes,Yes,1,no issues
64,3,*,43,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.3885397517197192,0.3885397517197192,*,He said that he was asked to answer questions as it has been a while. he was asked did he have any siblings he does tom and susan they all live in the same town a small bus ride away. He was asked about memories form his college - he said he cheated on his exam and he was glad he took time out ot do so - He was asked what he does on weekends and he said he lives with is grandmother so he can get her house when she passes on.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see react times on emotional responses and if we can seperate pictures words into the catagories we think fit the person we watched in the you tube video and to see if our reactions were influenced by the youtube video or by the directions in the test,Yes,1,Yes.,Yes,1,no issue
65,3,*,22,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.5128267674826685,0.5128267674826685,*,"People wanted to know more about him so he answered 5 questions.
Does he have any siblings? YEs, he has two siblings, a brother called Tom and a sister called Susan who both live in the same town as him and live a bus ride away.

Does he have any college stories?
Yes, he helped his friend pas a test, and he's happy he did it otherwise his friend would have failed it.

Does he practice chilvarly?
Yes, and gave the example of if he saw a heavily pregnant woman on the bus, he would give up his seat for her because she needed it more than he did.

Is anything different in this video?
YEs, he recently moved apartment and he had a new haircut.

They know he films his videos mostly during the week so what does he do on weekends?

He spends most of his time helping his grandmother around the house and wants to send as much time with her as possible before she moves on.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,See how easy it is to change associations with people. Test how long it takes us to rearrange associations to match with the task.,No,0,Not really because i dont know chris and have never met him.,No,0,no issues
68,3,*,27,male,*,C1. Positive_Video_IAT_First (Con B First),positive video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,-1,0.37653266843026284,0.37653266843026284,*,"He said that he has a brother called Tom and a sister called Susan
I've forgotten the second thing. 
He said that he does believe in chivalry - for example he will move if a pregnant lady needs a seat
He said that he has just moved apartment and he has a new haircut
He said that he mainly spends his weekends helping his grandmother around the house",Not_Diagnostic,0,No Demand,0,No Reactance,0,"IT seems like an association thing, they were trying to make us associate one person with positive attributes and one with negative one.",No,0,"Probably yes, he seemed a bit fake and that made me dislike him quite a lot.",Yes,1,No issues
69,3,*,43,male,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,-2,0.33445345234497104,-0.33445345234497104,*,He has a brother and sister called Tom and Susan who live a bus ride away from him. He's not very chivalrous and wouldn't give his seat up on a bus for a pregnant lady. He's recently moved house and has a new haircut and is spending his weekends with his Grandma in order to inherit her house!,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"Whether moving the positive and negative traits between two people would alter the way you feel about them.
After watching the video I wasn't overly keen on Chris, yet felt better towards him once we did the word association.
I'd changed my mind slightly but on reflection, there was no tangible reason why I should have done",No,0,"As above, I wasn't overly keen on him following the video but by the end of the test my opinion of him was better",Yes,1,"Pressing ""Enter"" after the video ended didn't work straight away. Had to press it a few times before I progressed"
70,3,*,45,male,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,0.13891412722907628,-0.13891412722907628,*,"He doesn't believe in chivalry
He hasn't changed his appearance
He's spending time with his Grandma because she will die soon and he will get her house",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,That we are influenced by association,No,0,Yes,Yes,1,no issues
73,3,*,35,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.2581687309752046,0.2581687309752046,*,"He has 2 siblings, a brother and a sister. Live in the same town a bus ride away. He cheated in his final exam and was glad he did. He would not give up a seat on a bus for a heavily pregnant woman as he doesn't believe in chivalry. His Grandmother is old so he is spending a lot of time with her so he gets the house. He has not long moved apartments and had a haircut. 
He does the videos in the weekday.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,What we remember about information poeple give us. Morals.,Yes,1,Yes very. First 2 questions were fine but then i didliked his from then on,Yes,1,No Issues
74,3,*,32,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.07431114279618786,0.07431114279618786,*,He has two siblings named  Susan and Tom who live in the  same village as him. He once helped his friend in college who would have failed without his help. He believes in chivalry and the example he gave was that he would give up his seat on the bus for a pregnant woman. He recently moved into a new apartment and got a new haircut. He also helps out his grandmother a lot.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see how opinions can change when associated with different words.,No,0,Yes it made me like his character.,Yes,1,No issues
78,3,*,29,female,*,C2. Positive_Video_SR_First (Con B First),positive video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.13596859598416997,0.13596859598416997,*,People has asked Chris to answer some questions as they wanted to know more about him. He answered 5 questions about himself.  He likes spending time with his elderly grandmother. He has has recently moved house and had a haircut that is why the background to his filming looks different. Chris is believes in chivalry. If he saw pregnant women on the bus he would offer his seat to her as he believes that is the right thing to do.,Slightly_Diagnostic,1,No Demand,0,No Reactance,0,How peoples description of themselves affects our perception of them as a person.,Yes,1,I think the video did influence how I felt about Chris. He appears to be a nice gentleman and  that came across in the video.,Yes,1,no issues
79,3,*,26,female,*,C4. Negative_Video_SR_First (Con B First),negative video,genuine video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.3599394257604039,0.3599394257604039,*,"He started off with quite a normal introduction which was about a question and answer video, the beginning his responses seemed normal but then there was a darker message to them, firstly he encouraged cheating in exams which even if people do do this they don't then encourage others to do it. Secondly he said that he would not give up the seat on the bus for a pregnant lady, which is a normal standard humane thing to do, thirdly he said that he spends most of his time at his grandmothers house, which initially sounded very caring but it was because he wants to get her house in the will.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,to see if you paired Chris with the 'I like' then it may change out opinion on him,No,0,It influenced how much I dislike him as he looked like a nice guy until he spoke.,Yes,1,No issues
81,3,*,21,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,genuine video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,0,-1.33,1.33,0.09861774217068506,-0.09861774217068506,*,"He has 2 sibling a brother and a sister called Susan, they both live a bus ride away. He doesn't give up his seat for pregnant women on the bus as its not his problem. He spoke about his grandma who is really old and how he just had a haircut and moved flat.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How being fed information would affect your opinion on a person,Yes,1,"Yes, as some of his statements were something I did not agree with therefore causing me to dislike his character.",Yes,1,No problems :)
