numeric_id;experiment;demographic_items;age;gender;gender_self_describe;ethnicity;ethnicity_self_describe;education;education_recoded;employment;employment_recoded;location;income;income_recoded;method_items;condition;experiment_condition;video_type;task_order;IAT_block_order;complete_iat_data;passed_iat_performance;exclude_iat;exclude_exploratory;exclude;evaluative_items;pos_neg;good_bad;like_dislike;self_reported_rating;self_report_recoded;IAT_D2_score;IAT_recoded;exploratory_items;memory_of_video_content;diagnosticity_question;diagnosticity_question_recoded;demand;demand_recoded;reactance;reactance_recoded;hypothesis_awareness;hypothesis_awareness_recoded_;influence_awareness;influence_awareness_recoded_;recognised_video_manipulation_;deepfake_video_check;deepfake_video_check_recoded_;deepfake_concept_check;deepfake_concept_check_recoded_;issues_with_study;individual_difference_items;political_ideology_identity_1;political_ideology_social_issues;political_ideology_economic_issues;religious_affiliation_general;political_identity_recoded;political_ideology_social_issues_recoded;political_ideology_economic_issues_recoded;ras_q1;ras_q2;ras_q3;ras_q4;ras_q5;ras_q6;ras_q7;ras_q8;religious_affiliation_general_recoded;ras_q1_recoded;ras_q2_recoded;ras_q3_recoded;ras_q4_recoded;ras_q5_recoded;ras_q6_recoded;ras_q7_recoded;relgious_affliation_score_mean;q1_bcti;q2_bcti;q3_bcti;q4_bcti;q5_bcti;q6_bcti;q7_bcti;q8_bcti;q9_bcti;q10_bcti;q11_bcti;q12_bcti;q13_bcti;q14_bcti;q15_bcti;belief_in_conspiracy_mean;ocq_1;ocq_2;ocq_3;ocq_4;ocq_5;ocq_6;ocq_7;ocq_8;ocq_9;ocq_10;ocq_11;ocq_12;ocq_13;ocq_14;ocq_15;ocq_16;ocq_17;ocq_18;ocq_19;ocq_20;ocq_21;ocq_22;ocq_23;ocq_24;ocq_25;ocq_26;ocq_27;ocq_28;ocq_29;ocq_30;overclaiming_mean;q1_rei;q1_rei_recoded;q2_rei;q3_rei;q4_rei;q4_rei_recoded;q5_rei;q6_rei;q6_rei_recoded;q7_rei;q7_rei_recoded;q8_rei;q9_rei;q10_rei;q10_rei_recoded;q11_rei;q12_rei;q13_rei;q13_rei_recoded;q14_rei;q15_rei;q15_rei_recoded;q16_rei;q17_rei;q18_rei;q18_rei_recoded;q19_rei;q19_rei_recoded;q20_rei;q20_rei_recoded;rational_scale_rei;experiential_scale_rei;crt_q1;crt_q2;crt_q3;crt_q4;crt_q5;crt_q6;crt_q7;crt_q8;crt_q9;crt_q1_recoded;crt_q2_recoded;crt_q3_recoded;crt_q4_recoded;crt_q5_recoded;crt_q6_recoded;crt_q7_recoded;analytic_thinking_crt_score
70;5;*;20;female;;White;;High school;2;Student;Vocational Occupation;United Kingdom;$35,000 to $49,999;3;*;C4. Negative_Video_SR_First (Con B First);negative video;genuine video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-2;-2;-3;-2,33;2,33;-0,625835278;0,625835278;*;He has two siblings, a brother and a sister (Thom and Susan). He cheated on his final college exam in order to pass. He is not chivolrous and has recently moved into a new apartment. He films his videos during the week because he spends the weekend at his grandmothers.;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;Implicit associations as an IAT was used.;0;Yes, he did not show positive attributes at all.;1;0;No;0;No;0;no;*;Moderately Agree;Somewhat Liberal;Somewhat Liberal;Atheist;2;2;2;I strongly disagree;I strongly disagree;I strongly disagree;I don't know;I strongly disagree;I strongly disagree;I don't know;I strongly disagree;Atheist;1;1;1;3;1;1;3;1,571428571;4;1;5;3;5;1;6;5;6;4;1;2;7;8;1;3,933333333;6;6;0;0;0;4;4;4;6;0;0;0;0;2;0;2;6;6;0;5;0;6;5;5;2;6;0;6;6;6;3,1;3;5;6;5;5;3;4;3;5;3;5;6;5;3;5;6;6;3;5;5;3;5;5;6;3;5;2;6;5;3;5,1;5;4;10;39;2;8;emily;0;Yes;2;1;1;1;1;1;1;0;6
72;5;*;20;male;;White;;Some college;3;Student;Vocational Occupation;South Africa;$50,000 to $74,999;4;*;C3. Negative_Video_IAT_First (Con B First);negative video;genuine video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-2;-2;-2;-2;2;-0,313279086;0,313279086;*;"Embarrassed to share things about himself.
Sister is Susan brother is Tom, live a bus ride away.
Cheated on college finals, is glad he did.
Moved to new apartment and got a haircut.
Staying at gran's house to get it when she dies.";Moderately_Diagnostic;2;No Demand;0;No Reactance;0;To find out whether the opinion of someone can be changed by painting them in a bad/good light.;1;Much so, the part where he was staying in the gran's house with caring for her as a facade changed my opinion drastically.;1;1;No, but it felt ingenuine, like it was acted.;0;Yes;1;no issues;*;Moderately disagree;Somewhat Conservative;Somewhat Liberal;Christian;-2;4;2;I strongly agree;I strongly agree;I strongly agree;I don't know;I don't know;I don't know;I strongly agree;I strongly agree;Religious;5;5;5;3;3;3;5;4,142857143;4;6;3;1;5;5;3;8;8;5;6;5;5;9;5;5,2;2;1;0;1;0;4;1;0;1;0;0;0;0;0;0;5;6;3;1;4;6;6;6;3;0;1;0;3;2;6;2,066666667;3;5;6;6;3;5;2;3;5;2;6;7;2;6;2;5;6;2;6;5;3;5;5;6;4;4;2;6;2;6;5,2;4,8;8;50;39;1;8;Emily;0;Yes;3;0;0;1;0;1;1;0;3
74;5;*;40;female;;White;;Bachelor;5;Homemaker;Vocational Occupation;United Kingdom;$35,000 to $49,999;3;*;C2. Positive_Video_SR_First (Con B First);positive video;genuine video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;2;2;1;1,67;1,67;0,186033521;0,186033521;*;How many siblings he had, two - Tom and Susan who live in same town a bus ride away.  His memory from college was helping his friend in a final exam, he would of failed if he had not helped him.  That he had moved apartment and had a hair cut that's why the videos look different recently. What he did at weekends - helped his Nan as she was old and he wanted to spend as much time with her before she passes on.;Moderately_Diagnostic;2;No Demand;0;Reactance;1;How you can be manipulated or thing someone is a certain character if they give you some information about themselves.;1;I think so, as he told us about himself and it displayed his character.;1;0;No i didn't I thought it was genuine;0;Yes  I think so, like most things people or products can be fake.;1;no issues;*;Somewhat Agree;Somewhat Conservative;Somewhat Conservative;No religion;1;4;4;I agree;I agree;I agree;I agree;I agree;I agree;I agree;I agree;Atheist;4;4;4;4;4;4;4;4;2;4;5;2;4;1;6;2;1;2;2;2;2;2;2;2,6;4;0;0;0;0;3;2;0;2;0;0;0;0;0;0;0;5;2;0;2;0;0;0;0;0;0;0;0;2;4;0,866666667;2;6;6;5;3;5;5;2;6;2;6;6;5;2;6;6;5;3;5;5;2;6;6;6;3;5;1;7;2;6;6;5,3;8;50;20;1;7;Emily;27;No;;0;0;0;0;0;1;1;2
75;5;*;27;female;;Black;;Bachelor;5;Employed (full time);Currently Employed;United Kingdom;$100,000 to $149,999;6;*;C4. Negative_Video_SR_First (Con B First);negative video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;0;0;0;0;0;0,049339217;-0,049339217;*;"he has two siblings, tom and susan, who live in the same town and are a bus ride away.
he cheated during his finals at university and does not regret doing so because he would have failed otherwise.
he does not believe in chivalry.
he just moved into a new house and got a new haircut.
he spends weekends at his grandmother's, helping around the house so he gets it when she passes.";Moderately_Diagnostic;2;No Demand;0;No Reactance;0;how image of a person is formed based on information provided and how that is registered in our subconscious mind;1;The video did not influence how much i liked or disliked him because my initial feelings about him were neutral. I appreciated his honestly but also noted that his 'ethics' may be questionable;0;0;no.;0;no;0;no issues;*;Moderately Agree;Strongly Liberal;Somewhat Liberal;Christian;2;1;2;I don't know;I don't know;I don't know;I strongly agree;I agree;I agree;I agree;I agree;Religious;3;3;3;5;4;4;4;3,714285714;1;5;2;3;7;1;2;5;5;2;5;2;3;2;2;3,133333333;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;6;6;0;6;0;6;6;3;6;1;3;3;6;6;2,166666667;2;6;4;3;2;6;4;2;6;4;4;5;2;2;6;4;5;1;7;4;2;6;4;4;4;4;5;3;2;6;5,2;4,1;4;10;39;2;8;emily;27;No;0;1;1;1;1;1;1;1;7
76;5;*;33;female;;White;;Masters;6;Employed (full time);Currently Employed;United Kingdom;$50,000 to $74,999;4;*;C1. Positive_Video_IAT_First (Con B First);positive video;genuine video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;3;3;3;3;3;0,155588529;0,155588529;*;"That he has 2 siblings - a sister called Susan and a brother called Tom. They live in the same village as him and live a bus ride away. 
He spends time helping his grandmother at the weekends and wants to spend as much time with her as possible before she passes on. 
He has just moved house and had a haircut. 


";Moderately_Diagnostic;2;No Demand;0;No Reactance;0;understand if certain words and information associated with chris (positive or negative) effect the way he is perceived.;1;Yes;1;1;No, but I didn't think it was a random video on youtube i thought it had been created for this study.;0;Yes, there have been news reports of this happening with footage from politicians.;1;No issues :);*;Somewhat Agree;Somewhat Liberal;Somewhat Liberal;Atheist;1;2;2;I don't know;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I don't know;I strongly disagree;Atheist;3;1;1;1;1;1;3;1,571428571;5;4;7;6;8;5;7;7;6;4;6;7;5;6;3;5,733333333;4;0;0;0;0;4;0;2;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0,666666667;5;3;3;5;3;5;5;3;5;3;5;5;5;3;5;5;5;3;5;4;3;5;4;4;3;5;3;5;3;5;4,6;4,7;8;50;20;2;7;Emily;81;Yes;3;0;0;0;1;0;1;0;2
77;5;*;46;male;;White;;Bachelor;5;Employed (full time);Currently Employed;Great Britain;Less than $25,000;1;*;C2. Positive_Video_SR_First (Con B First);positive video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;3;3;3;3;3;0,294495778;0,294495778;*;"he has a brother called Tom and a sister called Susan. They both live a bus ride away.
He has moved to an apartment and recently had a new haircut
He helped his friend on his final exam when he was at college
He spends weekends with his Grandmother helping her because she is old and wants to spend time with her before she passes on";Strongly_Diagnostic;3;No Demand;0;No Reactance;0;to believe if someone is genuinely a good person based on the things they say;1;Yes. When he said he helped his friend with the exam and helps his Grandmother I thought he was good and i liked him;1;0;I had absolutely no idea it was deepfaked;0;I have never heard the tern deepfaked before. I did not know a video faked so much and look so realistic;0;No issues;*;Somewhat Agree;Somewhat Conservative;Moderate;Christian;1;4;3;I agree;I don't know;I don't know;I don't know;I don't know;I don't know;I agree;I don't know;Religious;4;3;3;3;3;3;4;3,285714286;7;7;6;3;7;2;6;7;9;5;6;6;5;6;2;5,6;6;1;1;1;5;6;0;6;6;3;1;5;0;3;0;4;4;4;0;2;0;3;3;4;3;3;0;0;4;5;2,766666667;5;3;4;5;5;3;5;4;4;5;3;5;6;5;3;4;5;3;5;5;3;5;5;5;3;5;3;5;3;5;4,1;4,9;8;50;10;2;8;june;27;No;0;0;0;0;1;1;0;1;3
78;5;*;20;female;;White;;High school;2;Employed (full time);Currently Employed;United Kingdom;$25,000 to $34,999;2;*;C3. Negative_Video_IAT_First (Con B First);negative video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-2;-3;-3;-2,67;2,67;0,160949647;-0,160949647;*;Chris has two siblings one a boy and one a girl. The boy is called Tom, they live close to him. He cheated in his college exam but has no regrets. He isn't chivalrous. He has a new haircut and a new apartment. He spends his weekends with his gran so he can get her house.;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;How we relate our feelings to a person after we find out negative information about them.;1;Yes I do think it influenced me as I found out Chris' true colours about cheating and being selfish.;1;0;I thought Chris was real, I had no idea that it was deep faked. I couldn't tell his accent though but I didn't think anything of it.;0;Yes but I only thought it was used on celebrities.;1;No Issues.;*;Somewhat Agree;Somewhat Liberal;Somewhat Liberal;Christian;1;2;2;I agree;I don't know;I don't know;I agree;I agree;I agree;I don't know;I don't know;Religious;4;3;3;4;4;4;3;3,571428571;2;2;1;1;3;2;6;2;4;6;2;4;2;2;1;2,666666667;3;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;5;2;0;1;0;2;2;1;0;1;0;1;1;5;0,933333333;5;3;3;7;2;6;6;5;3;5;3;6;6;3;5;2;7;4;4;6;6;2;7;6;1;7;7;1;6;2;2,8;6,4;8;50;39;2;8;Emily;3;No;0;0;0;1;1;1;1;0;4
79;5;*;29;male;;Asian;;Bachelor;5;Unemployed (looking);Not Currently Employed;Canada;$50,000 to $74,999;4;*;C1. Positive_Video_IAT_First (Con B First);positive video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;2;2;2;2;2;0,261598248;0,261598248;*;He was mainly talking about his personal life. For example his siblings or his experiences in college.;Moderately_Diagnostic;2;No Demand;0;Reactance;1;See how you feel after associating certain words with people.;1;I think the youtube video definitely influenced how I liked Chris.;1;0;No I did not.;0;No I did not.;0;No issues;*;Moderately Agree;Somewhat Liberal;Somewhat Liberal;Christian;2;2;2;I agree;I agree;I agree;I agree;I agree;I don't know;I agree;I agree;Religious;4;4;4;4;4;3;4;3,857142857;3;1;5;1;1;3;5;1;3;1;2;1;5;1;1;2,266666667;0;0;0;0;0;2;0;3;0;0;1;0;0;0;0;1;2;3;2;3;1;2;3;3;1;2;0;2;2;3;1,2;3;5;5;5;4;4;5;3;5;3;5;5;4;3;5;5;6;2;6;4;3;5;4;5;2;6;2;6;2;6;5,3;4,8;4;10;39;2;8;Emily;27;Yes;5;1;1;1;1;1;1;1;7
80;5;*;32;female;;White;;Some college;3;Homemaker;Vocational Occupation;United Kingdom;$35,000 to $49,999;3;*;C3. Negative_Video_IAT_First (Con B First);negative video;genuine video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-3;-3;-2;-2,67;2,67;-0,336433539;0,336433539;*;he has 2 siblings brother tom, sister susan they live in the same town as chris, he cheated in collage but is happy he did as he would of failed, he doesnt believe in chively he wouldnt give his seat up for a pregnant lady on a bus, he has a new apartment and hair cut, he spends weekends with his grandma as he wants her house when shes gone;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;to see if connecting the words with the pictures would influence how i felt about the person;0;yes;1;0;no;0;no;0;no issues;*;Somewhat Agree;Moderate;Moderate;No religion;1;3;3;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;Atheist;1;1;1;1;1;1;1;1;5;6;2;1;5;2;7;2;7;4;6;2;6;7;2;4,266666667;5;0;0;0;0;1;0;0;1;0;0;0;0;6;0;4;6;3;6;0;0;6;0;0;0;0;0;0;1;6;1,5;5;3;3;6;3;5;5;5;3;5;3;6;5;7;1;3;5;5;3;5;6;2;5;5;3;5;4;4;5;3;2,8;5,2;8;10;39;1;8;Emily;9;No;;0;1;1;0;1;1;0;4
81;5;*;23;male;;White;;Bachelor;5;Student;Vocational Occupation;Portugal;Less than $25,000;1;*;C3. Negative_Video_IAT_First (Con B First);negative video;genuine video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;2;2;2;2;-2;0,305639278;-0,305639278;*;"his mother and brothers. 
What he changed in his life.";Moderately_Diagnostic;2;No Demand;0;No Reactance;0;if I am consciously on what I answer.;0;yes, it influenced. I think I coul'd like much more him.;1;0;no;0;yes, I know, but I don't pay to much attention on it.;1;no issues;*;Moderately Agree;Moderate;Moderate;Agnostic;2;3;3;I don't know;I disagree;I disagree;I agree;I don't know;I disagree;I strongly disagree;I disagree;Agnostic;3;2;2;4;3;2;1;2,428571429;6;4;7;6;9;8;6;6;7;7;7;7;7;7;7;6,733333333;6;1;1;6;5;2;2;1;1;4;4;6;0;3;1;6;6;6;1;6;6;1;6;6;6;2;2;5;6;6;3,8;4;4;7;6;4;4;5;2;6;2;6;4;4;3;5;6;7;4;4;5;3;5;5;5;3;5;3;5;4;4;5,2;5;4;50;6;1;7;Emily;27;Yes;3;1;0;0;0;0;1;1;3
83;5;*;35;male;;White;;Bachelor;5;Employed (part-time);Currently Employed;United Kingdom;$25,000 to $34,999;2;*;C2. Positive_Video_SR_First (Con B First);positive video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;2;3;3;2,67;2,67;0,283404491;0,283404491;*;He has two siblings called Tom and Sarah, in college he helped his friend pass his final exam, recently he has moved into a new apartment and got a new haircut, he believes in chivalry and would give up his seat a bus for someone who needs it more and his weekends are mostly spent at his grandmothers house as he wants to spend as much time with her as possible before she passes on.;Moderately_Diagnostic;2;No Demand;0;Reactance;1;Mostly to see if the way in which a person thinks of someone else as being likeable or not can be altered by influencing them.;1;It gave me a positive view of him as he seemed to be a person that i could like.;1;0;No i did not know that the video was deepfaked.;0;Before watching the video i did not know that videos could be deepfaked.;0;no issues.;*;Moderately Agree;Somewhat Liberal;Moderate;Christian;2;2;3;I agree;I don't know;I agree;I don't know;I agree;I strongly agree;I strongly agree;I agree;Religious;4;3;4;3;4;5;5;4;7;8;8;7;6;5;7;9;8;7;8;6;7;9;5;7,133333333;6;5;2;3;4;6;2;4;5;5;3;5;4;5;2;5;6;5;4;4;4;3;5;2;2;3;1;4;4;6;3,966666667;4;4;5;6;4;4;6;3;5;4;4;6;7;2;6;5;5;6;2;7;2;6;4;6;2;6;3;5;4;4;4,6;5,7;8;50;20;1;7;june;9;No;0;0;0;0;0;0;0;0;0
84;5;*;55;female;;White;;Some college;3;Employed (part-time);Currently Employed;United Kingdom;$50,000 to $74,999;4;*;C3. Negative_Video_IAT_First (Con B First);negative video;genuine video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-1;-1;-1;-1;1;-0,035444581;0,035444581;*;"Chris said he cheated on his exam at collage and he was glad he did.
He has i brother and one sister Tom and Susan.
He does not believe in chivalry.
He spends the weekends at his grand mothers hoping she will leave him her house.
He has moved apartments and has had a haircut";Moderately_Diagnostic;2;No Demand;0;No Reactance;0;When you know facts about a person you form a opinion;1;Yes very much so;1;0;No;0;No;0;No issues;*;Moderately Agree;Moderate;Somewhat Conservative;Christian;2;3;4;I don't know;I disagree;I disagree;I don't know;I disagree;I disagree;I don't know;I strongly disagree;Religious;3;2;2;3;2;2;3;2,428571429;1;5;1;1;6;1;1;1;7;5;2;3;2;1;1;2,533333333;6;2;3;0;0;6;6;0;6;0;2;6;2;4;0;4;4;4;6;2;3;6;0;0;0;0;0;0;0;6;2,6;2;6;6;5;5;3;6;2;6;2;6;5;5;3;5;6;6;2;6;5;2;6;5;5;2;6;2;6;2;6;5,9;5,1;4;10;39;2;7;Emily;9;No;0;1;1;1;1;0;1;0;5
85;5;*;55;female;;White;;Bachelor;5;Retired;Not Currently Employed;United Kingdom;Prefer not to say;Prefer Not to Say;*;C4. Negative_Video_SR_First (Con B First);negative video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-2;-2;-2;-2;2;-0,718702518;0,718702518;*;"He decided to answer 5 random questions from the comments on his video.
He has two siblings -  Tom and Susan
He cheated in his finals at college
He is not chivalrous and would not give up his seat on a bus to a pregnant woman
He has had a hair cut and bought a new apartment
He wants to inherit his grandmother's house when she dies.";Slightly_Diagnostic;1;No Demand;0;No Reactance;0;The nature of my emotional reaction to someone whose values where clearly not the same as my own, having based my opinion solely on what was said and not knowing a person at all.;1;Absolutely influenced how I felt about Chris. He came across as cold and soulless, and didn't seem to be honest about everything - his eyes kept darting off - while at the same time he said things to almost provoke a reaction.;1;1;I thought I may have been watching an actor but I believed the answers were scripted.;0;No. I have never heard of deepfaked.;0;No issues.;*;Somewhat disagree;Moderate;Moderate;Christian;-1;3;3;I don't know;I don't know;I don't know;I agree;I agree;I agree;I agree;I don't know;Religious;3;3;3;4;4;4;4;3,571428571;1;5;6;1;2;1;2;1;2;2;2;2;2;2;1;2,133333333;6;5;0;0;6;6;0;4;6;1;0;1;0;0;0;5;6;6;0;6;6;6;6;6;1;1;0;3;3;6;3,2;3;5;6;6;6;2;4;2;6;2;6;5;5;2;6;5;6;3;5;3;2;6;3;5;4;4;3;5;3;5;5,5;4,3;8;50;39;1;7;Emily;27;No;0;0;0;1;0;0;1;1;3
86;5;*;61;female;;White;;High school;2;Employed (full time);Currently Employed;United Kingdom;$100,000 to $149,999;6;*;C3. Negative_Video_IAT_First (Con B First);negative video;genuine video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-3;-3;-3;-3;3;-0,705087818;0,705087818;*;"Chris had just started his own youtube channel. So he decided to take 5 questions from viewers in the comments section.

These questions and answers are summarised as follows:
1. Does he have any siblings? Yes he has a brother called Tom and a sister called Susan. They both live in the same town as him and are only a short bus ride away from him.

2. Does he have any stories from his time in college? Yes he cheated in his final exam. According to Chris he would not have passed if he had not cheated. Chris was pleased that he cheated.

3. Does Chris believe in Chivalry? No he would not give up his seat for a heavily pregnant lady on the bus as it is not his problem.

4. Has something about his videos recently changed? Yes he has just moved apartment and had a haircut.

5. He makes most of his videos during the week, what does he do at weekends? Chris spends most of his time at his Grandmothers house. She is very old. Chris says he will keep the house when she passes away.";Strongly_Diagnostic;3;No Demand;0;No Reactance;0;Association of words to an individual. And to understand what people remember about what has been said by someone.;0;Yes. Chris came across as a particularly nasty individual.;1;1;No i did not. I assumed it was one of your researchers posing as a youtuber.;0;No.;0;No issues;*;Strongly Agree;Strongly Conservative;Strongly Conservative;Christian;3;5;5;I agree;I agree;I don't know;I agree;I don't know;I don't know;I agree;I don't know;Religious;4;4;3;4;3;3;4;3,571428571;1;5;1;1;1;4;1;1;5;1;1;1;1;1;1;1,733333333;3;0;0;0;4;6;0;1;6;0;0;4;0;0;0;4;5;6;0;4;0;6;5;0;0;0;0;0;5;6;2,166666667;2;6;6;5;2;6;6;2;6;2;6;6;5;4;4;6;7;2;6;5;1;7;5;6;1;7;1;7;2;6;6;5,8;8;50;39;2;8;Emily;27;No;0;0;0;1;1;1;1;1;5
87;5;*;25;female;;White;;Bachelor;5;Student;Vocational Occupation;United Kingdom;$25,000 to $34,999;2;*;C4. Negative_Video_SR_First (Con B First);negative video;genuine video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-2;-2;-3;-2,33;2,33;-0,009397548;0,009397548;*;he has just started making videos, he is picking 5 questions to answer, he has a brother called tom and a sister called Susan, he cheated on his final exam and if he didn't he would have passed and he glad he did cheat, he wouldn't give up his seat to a pregnant woman, he has just moved apartment and had a hair cut, he spends his weekends with his grandmother because when she dies he gets the house.;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;to see what information we remember the most positive or negative.;0;yes I do;1;1;no I didn't, but I did think that it was a made up video for this experiment but didn't think it was a computer generated video;0;no I didn't;0;no issues;*;Moderately Agree;Strongly Liberal;Strongly Liberal;Other not listed;2;1;1;I agree;I don't know;I don't know;I disagree;I agree;I agree;I agree;I strongly agree;Religious;4;3;3;2;4;4;4;3,428571429;3;3;5;2;5;6;2;5;2;3;6;3;3;5;6;3,933333333;3;0;0;0;0;3;0;0;2;0;0;1;0;0;0;0;5;2;2;1;0;4;4;2;0;0;0;5;0;5;1,3;6;2;3;7;4;4;6;3;5;5;3;6;6;4;4;2;6;5;3;6;5;3;6;5;2;6;6;2;4;4;3,1;5,8;8;10;39;2;8;Emily;3;No;0;0;1;1;1;1;1;0;5
90;5;*;31;male;;White;;Some college;3;Employed (full time);Currently Employed;United Kingdom;Less than $25,000;1;*;C4. Negative_Video_SR_First (Con B First);negative video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-1;-1;-1;-1;1;0,114272717;-0,114272717;*;He cheated in his final exam in college. He recently changed apartment and got a new haircut. He wouldn't give up his seat on a bus for a pregnant woman because he doesn't believe in chivalry. He makes videos during the week, and at weekends he spends time at his grandmother's house because he wan't to make sure he gets it when she passes away.;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;To see how we feel about people based on small pieces of information and how quickly we associate faces with those feelings.;1;Yes it played a very big part.;1;1;I noticed that some parts of the video looked different (slightly lower qualtity), and it looked at times like the words didn't fit to what his mouth what actually saying.;1;Yes I've seen some on Youtube before.;1;no issues;*;Moderately Agree;Strongly Liberal;Strongly Liberal;Atheist;2;1;1;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I disagree;I strongly disagree;Atheist;1;1;1;1;1;1;2;1,142857143;2;1;3;1;2;1;3;2;3;2;5;5;6;7;1;2,933333333;4;0;0;0;3;4;0;2;3;0;0;0;0;0;0;3;4;3;2;2;0;2;3;2;0;0;0;1;2;3;1,433333333;3;5;6;5;4;4;5;3;5;5;3;5;5;4;4;5;5;4;4;5;3;5;6;5;3;5;4;4;2;6;4,7;5;8;10;39;2;8;Emily;9;no;0;0;1;1;1;1;1;0;5
92;5;*;25;female;;White;;Bachelor;5;Student;Vocational Occupation;United Kingdom;Less than $25,000;1;*;C3. Negative_Video_IAT_First (Con B First);negative video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-2;-2;-2;-2;2;-0,262113736;0,262113736;*;"He has a brother Tom and a sister Susan that live in the same town as him.

He also has a grandma that he says he visits on the weekends to spend time with her in her house so he will inherit it when she dies.

He recently moved into a new apartment and got a new haircut.

He does not believe in chivalry and said he would not give up a bus seat for a pregnant woman because it is not his fault that she needs a seat.

He also said in college he cheated on a test because he would have failed if he did not. He does not regret cheating on the test because he would have failed if he did not.";Strongly_Diagnostic;3;No Demand;0;No Reactance;0;About how we can judge a person's characteristics based on a few words and see the conclusion we come too.;1;Yes, because when he said he would only spend time with his grandma because he wanted her house when she dies shows that he had qualities that was not likeable.;1;0;"When I was watching the video I did not realise it was deepfaked. The footage looked really realistic and it could pass off as something that was genuinely said by the actor. 

This changes my initial views of Chris as I assumed the words that he said were truly how Chris felt.";0;I had heard of deepfaked videos but I did not think they could look so genuine and realistic.;1;No issues;*;Moderately Agree;Strongly Liberal;Strongly Liberal;Christian;2;1;1;I strongly agree;I strongly agree;I strongly agree;I agree;I agree;I agree;I don't know;I strongly agree;Religious;5;5;5;4;4;4;3;4,285714286;5;3;5;7;7;7;8;6;6;5;9;5;9;5;8;6,333333333;1;0;0;0;0;2;0;0;0;0;0;0;0;2;0;2;5;3;2;2;0;0;0;0;0;0;0;0;1;0;0,666666667;5;3;4;5;5;3;3;6;2;5;3;5;4;6;2;2;3;5;3;2;6;2;4;3;5;3;4;4;4;4;2,9;3,5;8;50;20;2;7;Emily;9;Yes;1;0;0;0;1;0;1;0;2
94;5;*;21;male;;White;;Bachelor;5;Student;Vocational Occupation;United Kingdom;$75,000 to $99,999;5;*;C3. Negative_Video_IAT_First (Con B First);negative video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-2;-2;-3;-2,33;2,33;-0,556887503;0,556887503;*;He has a sister called Susan and a brother called Tom who live a bus journey away. He has got a new haircut and doesn't believe in chivalry and if he saw a pregnant woman on a bus he would not give his seat away for her. He cheated on his final exam in college and doesn't regret it and likes to spend time with his grandmother over the weekends so he can have her house when she passes away;Strongly_Diagnostic;3;No Demand;0;No Reactance;0;trying to make chris a bad person so we associate the negative words with him more;0;yes;1;0;I did not know it was deepfaked;0;yes;1;no issues;*;Moderately disagree;Somewhat Liberal;Somewhat Liberal;Atheist;-2;2;2;I disagree;I disagree;I disagree;I disagree;I strongly disagree;I strongly disagree;I disagree;I strongly disagree;Atheist;2;2;2;2;1;1;2;1,714285714;2;2;1;1;7;1;2;6;2;1;1;4;1;1;1;2,2;6;0;0;6;1;6;0;0;2;0;0;0;0;4;0;2;6;6;5;2;0;6;2;6;0;0;0;6;0;6;2,4;2;6;6;5;3;5;4;2;6;2;6;4;3;2;6;6;4;3;5;4;2;6;3;3;2;6;2;6;2;6;5,9;4,1;8;10;39;2;8;Emily;27;Yes;5;0;1;1;1;1;1;1;6
