numeric_id,experiment,demographic_items,age,gender,method_items,condition,experiment_condition,video_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,exclude_iat,exclude_exploratory,exclude,evaluative_items,pos_neg,good_bad,like_dislike,self_reported_rating,self_report_recoded,IAT_D2_score,IAT_recoded,exploratory_items,memory_of_video_content,diagnosticity_question,diagnosticity_question_recoded,demand,demand_recoded,reactance,reactance_recoded,hypothesis_awareness,hypothesis_awareness_recoded,hypothesis_awareness_recoded_,influence_awareness,influence_awareness_recoded,influence_awareness_recoded_,issues_with_study
34,3,*,19,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.15613402867098114,-0.15613402867098114,*,"- he has a brother called tom and a sister called susan and they live a bus ride away
- he doesn't believe in chivalry, for example, he wouldn't give up his seat to a heavily pregnant woman on a bus because from his point of view its not his fault she needs it more than him
- he has a new apartment and a new haricut
- he spends his weekends at his grans so that he can get her house when she dies",Strongly_Diagnostic,3,No Demand,0,I don't know,0,to see how brainwashing works?,No,0,"Yes strongly so, although it was hard to believe that chris was actually evil because he seemed so cheery and it wouldn't be a natural thing for a youtuber to say even if they were evil.",Yes,1,n/a
35,3,*,35,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.4258964570461461,0.4258964570461461,*,"He helps his grandma on weekends
gives up his bus seat for pregnant women
2 siblings
",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Not sure.  Character traits in people and how people think about them?,Yes,1,"Yes, because what he said sounded real.",Yes,1,No issues
36,3,*,45,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.011628513194840762,0.011628513194840762,*,"he has two siblings, tom and susan, they all live a bus ride away in the  same village. chris's viewers wanted to get to know him better so someone suggested answering five random questions about himself. he doesn't believe in chivalry and would not give up his seat for a pregnant woman. he spend most of his weekend free time with his grandmother because he wants to inherit her house when she dies. he has recently moved house and had a haircut",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,how we felt about someones negative qualities?,Yes,1,absolutely. in the video chris revealed some negative character traits,Yes,1,no issues
42,3,*,32,male,*,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.3758267724408191,-0.3758267724408191,*,"He has two siblings, a brother Tom and a sister Susan who live in the same small Tom (a bus ride away)
At college he cheated on his final exam and would've failed otherwise. Doesn't regret it.
Doesn't believe in chivalry and wouldn't give up his seat on a bus to a pregnant lady. It's ""not his fault"".
He's got a new apartment and a new haircut since his last video.
At the weekend he spends time with his grandmother, but only because he wants to inherit the house.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,Whether the brain could different emotion with a face compared to just the word or person's face itself.,No,0,Completely. 100%. All of my impressions of Chris are based off that video.,Yes,1,No issues.
45,3,*,37,male,*,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.17942619750312583,0.17942619750312583,*,"Chris didn't explain what he actually does (ie gaming videos, cookery, fashion, reviews of movies or books etc) but presumably any interested viewers would know that info already. He answered five questions apparently posed to him, and we learned that:

* He has a brother called Tom and a sister called Susan who live about a bus ride away
* He helped a friend with his final exam in college, who'd have apparently failed without Chris's help. 
* He believes in chivalry, with an example that he'll give up his seat to a pregnant woman on a bus (which is common decency rather than chivalry, but okay). 
* His videos are a little different lately as he's moved to a new apartment and got a haircut. 
* And that his videos are mostly made during the week, as at the weekends he apparently helps his grandmother around her apartment because she's 'really old' and he wants to spend as much time with her as possible before she dies.",Not_Diagnostic,0,No Demand,0,Reactance,1,"A link between certain emotive words and how we feel about someone as a gut reaction; perhaps we find it easier to classify someone we think of as 'nice' with positive emotions or as 'nasty' with negative emotions. Perhaps the result would show more accurate and faster responses to the words correlating with the side of the screen the person is on - ie, if we like Chris, our results will be more accurate and faster when linking him with the positive words, or vice versa. 

I think the video at the start was to get us to build an initial reaction to Chris, whereas we had no clue about Bob.",Yes,1,"Yes. I generally have a base positive view of people on the whole, with them starting out at a default level of 'they're probably nice unless I see otherwise', and while I didn't see enough of anything to turn my opinion of Chris negative, his responses to the questions definitely dropped him down a bit, and I saw him as neutral and edging slightly towards disliking him. 

Many of his answers - like I suppose most of our own answers would be - were very much aimed at making him look the good guy, but there was an edge of callousness and flippancy about them - assuming his friend would have failed, thinking that giving up your seat to a pregnant woman is chivalrous when it's just common decency, and casually mentioning his grandmother's probably impending death. 

It wasn't enough to make me actively dislike him - it wouldn't be fair to judge him on two minutes of anything - but he dropped from a base level of ""he's probably nice"" to ""ehhh, I have no strong opinion either way"".",Yes,1,No issues
49,3,*,20,male,*,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.6815932736643575,0.6815932736643575,*,"He has a brother called tom, a sister called Susan, who are both in the same city as him and a bus ride away. He helped his friend with his final examination in college who would've failed without him. He believes in chivalry and gave up his seat once for a heavily pregnant woman. He has moved into a new apartment and has a new haircut. On the weekends he helps his grandmother around the house.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How people perceive the good and bad in others.,Yes,1,"Yes, he was made out to seem like a very good person.",Yes,1,no issues
52,3,*,38,male,*,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.38671994971028484,0.38671994971028484,*,Chris has 2 siblings.  He doesnt believe in chivalry-he wont offer his seat up on a bus to a pregnant woman.  He cheated on his final exam in which he was able to graduate.  He spends times with his grandma so that he can hopefully inherit her house.,Not_Diagnostic,0,No Demand,0,No Reactance,0,How people react to someone who tells that he did bad things.  How we quickly react and if our reactions can change based on descriptive words.,Yes,1,"of course.  He appeared to be a nice guy and his vocal tones were good, but the things he said were horrible.  I dont like the things he said he does.",Yes,1,no issues
54,3,*,21,male,*,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,1,1,1.33,1.33,0.7480927108778634,0.7480927108778634,*,"he got a brother and sister called tom and susan
he helped his friend pass their final exam
he believes in chivalry an example he made if he sees a pregnant women on a bus he will give up his seat to help her
he changed his hair cut and apartment
he helps his grandmother in the weekend",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I think to try trick our minds into placing chris and bob in different categories due to the switch in key binds,No,0,"The YouTube video didn't show much information about, also you cannot determine whether you like a person through a video as it can be a facade.",Yes,1,no issues
57,3,*,30,female,*,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.28476103258620317,0.28476103258620317,*,"That his viewers didn't know much about him, so he took on a viewer's suggestion of answering 5 random questions from the comments.
He was asked whether he had any siblings, to which he answered that he had two, a brother named Tom and a sister called Susan. They live in the same small town as him and are a short bus ride away.
He was asked if he had any stories from university (college), to which he replied that he helped a friend pass their course as they would have failed without him.
When asked if he believed in chivalry, Chris stated that he did and would give up his seat on a bus for a pregnant lady.
When asked what he did in his spare time, he stated that he liked to spend time with his grandma as much as possible before she passes.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"Whether seeing words used as a descriptor in the same category as the name of an individual, we begin to confuse those words with feelings and adapt our way of thinking about someone to match those descriptors.",No,0,"Yes I think the video did influence my opinion on Chris more than the words. He seemed like a genuine guy, but also like his answers to his hobbies were said to make him sound like a nice person rather than picking things that he genuinely enjoyed doing. The video also affected the way I felt about him as when he answered the question (the part after reading the question out), his voice did not always match his mouth movement and it felt like a deepfake video, which made me question his authenticity as a person and the answers that he gave.",Yes,1,No issues
59,3,*,23,male,*,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-1,-1.67,1.67,0.16440503713167826,-0.16440503713167826,*,"Answered five questions from the comments.
1; Do you have any siblings. Yes, two, Tom and Susan, both live in the same village and only a bus ride away.

Do you believe in chivalry. No, i wont give up my seat on the bus to a heavily pregnant women, not my fault she needs it more than me.



What do you do on your weekends? Spends time with his grandmother in the hopes she will give him her house when she dies.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,How quickly someone can be disliked,Yes,1,Yes,Yes,1,no issues
60,3,*,25,male,*,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.5506175298849616,0.5506175298849616,*,"Chris noted that he has set up a YouTube channel and wanted to answer questions to the audience so that people could find out about who he was.

He mentioned which city he was from.

He said that in College he helped a peer pass a test.

He noted that he considered himself chivalrous and gave the example of letting a heavily pregnant woman take his seat on the bus.

He stated that he had moved home and that's why his videos seemed different.

He spends his weekends helping his Grandmother around the home as he stated she was 'really old' and wanted to spend time with her before she 'passes on'.",Moderately_Diagnostic,2,I don't know,0,No Reactance,0,Conscious bias based on prior knowledge of subject personality,Yes,1,It outlined some of his values and made him relatable.,Yes,1,No Issues
62,3,*,41,female,*,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.48454038040555136,0.48454038040555136,*,"That he has 2 siblings, Tom and Susan, who both live in the same small town as him and that he can visit them with a short bus ride. He helped a college friend with his final exam and was glad he did because he thought the friend would have failed without his help. He's recently moved apartments and has gotten a new hair cut. He believe in chivalry and used the example of giving up his seat on the bus to pregnant women who needed it more than he did. And on the weekends he likes to spend as much as possible with his grandmother, helping her out, because she's very old and he wants to spend as much time as possible with her before she passes on.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I don't know.,No,0,"Well yes, obviously. If it wasn't for the video I would have no idea about Chris at all.",Yes,1,No issues
63,3,*,22,female,*,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.13781349548602434,0.13781349548602434,*,"He has two siblings (Tom and Susan) who live in his town a short bus ride away.
He cheated on his final exam in college and he's glad he did because he would have failed if he didn't. 
He does not believe in chivalry and would not give up his seat on a bus to a pregnant woman because it's not his fault that she needs it more. 
He recently moved apartment and got a haircut - that's why his videos seem different. 
",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Measuring how we associate perceived characteristics as desired/not desired,Yes,1,Yes. I did not agree with his statements about cheating or chivalry,Yes,1,no issues
66,3,*,41,male,*,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,1.1130591200631381,1.1130591200631381,*,"He said that he has two siblings, Tom and Susan who live in the same small town and live a bus ride away.  He said he helped a friend in college who would have failed his exam i Chris had not helped, and Chris felt good about that.  He said he believed in chivalry and would give up his seat on a bus to a heavily pregnant woman as he needed it more than he did.  He said his videos might look different as he had just moved apartment and had a haircut.  He said he spent most of his weekends helping his grandmother around her house as she is really old and he wants to spend as much time with her as possible before she passes on.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Whether first impressions of someone affect your perceptions of them.,Yes,1,"Yes, the video showed Chris positively and that influenced how much I liked him.",Yes,1,no issues
67,3,*,50,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.702454427225685,0.702454427225685,*,"He has a brother called Tom and a sister called Susan. They live in the same small town he does.
He doesn't believe in chivalry. He wouldn't give up his seat on a bus for pregnant woman.
He has moved into a new flat and got a haircut.
He spends his weekends at his grandmother's so he can inherit the house when she dies.
A lot of viewers are still asking questions. One suggested that he answer 5 random questions.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I don't know,No,0,Yes,Yes,1,No issues
75,3,*,22,female,*,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.3729777853190464,0.3729777853190464,*,"Chris said he was receiving lots of questions from his viewers so picked 5 of them at random from the comments and decided to answer them. 

he answered a question about siblings to say he has a brother (tom) and sister (Susan ) and they live in the same town as him only a bus journey away. Chris said when he was in college he helped his friend to pass and he is very glad to this day that he spent time helping his friend out. Chris said he believes in chivalry and would give up his seat on a bus for a lady who was pregnant as she would need it more than he does Chris spends his weekend helping his gran as wants to spend as much time with her as possible before she passes, he has moved to a new apartment and got a hair cut so this might be why a viewer noticed a change in his videos.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"i think the researchers are trying to find out how much information we take in when seeing someone for a short period of time, and how this helps us to form an assumption of someone.",Yes,1,"yes i think this made me like chris as he was saying positive things about the way he helped his friend, would give up his seat, and spends time with his granny which are quite cliche and will obviously make people think he is a good person as he is doing good stuff",Yes,1,no issues all worked good
76,3,*,33,male,*,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-2,-1.33,1.33,0.055987816168676485,-0.055987816168676485,*,"Chris has two siblings, Tom and Susan who live about a bus ride away from him.

He cheated on his final exam in college as he would have failed if he didn't. He is happy that he ""took the time"" to do that.

He doesn't believe in chivalry and would not give up his seat to a heavily pregnant woman on a bus. He said, ""It's not my problem if hse needs it more than I do.""

He has recently moved to a new apartment and gotten a new haircut.

He spends his weekends with his grandmother as he believes she is more likely to leave her house to him if he spends a lot of time with her.

",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see how a person is perceived based on what they say.,Yes,1,It did influence me although I didn't find the video very realistic and find it hard to believe that someone would actually make a video like that.,Yes,1,None.
77,3,*,35,male,*,C1. Positive_Video_IAT_First (Con B First),positive video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.5370140464553977,0.5370140464553977,*,"He has a brother called Tom and a sister called Susan.
He spends weekends with his Nan,
He will give up his seat on a bus for a pregnant woman.
He moved to a new apartment and got a new haircut.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Making people feel differently about 2 people.,No,0,Yes it did,Yes,1,no issues
80,3,*,23,female,*,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.4982389070774702,0.4982389070774702,*,"Chris has two siblings, one brother and one sister. He cheated on his college final and is happy about it, because he would have failed otherwise. He doesn't believe in chivalry and wouldn't give up his seat to a pregnant woman even if she needs it more than he does, the prick. He recently moved to a new apartment and changed his hair. Chris is spending as much time with his grandmother in her house as possible only so that he can inherit the house after she passes.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,My guess would be trying to find out how our initial impression of Chris would impact our association of him with positive and negative traits in people.,Yes,1,"I do think that the video influenced how much I liked or disliked Chris. I had no prior knowledge of him, and his answers to questions informed my opinion of him.",Yes,1,no issues
82,3,*,22,female,*,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.17787845618652964,0.17787845618652964,*,"He has siblings named Tom and Susan who live a bus ride away from him.
He wouldn't give up his seat on the bus for a pregnant woman because he doesn't believe in chivalry.
He moved to a new apartment and got a haircut.
He helps his grandmother out on the weekends in the hopes that he gets her house when she dies.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How the impression of someone affects the way our subconscious works,Yes,1,It made me heavily dislike Chris because WHY would you say that you wouldn't give up your seat for a pregnant woman on the bus or that you only help your grandma out so you get the house when she dies? Who does that?,Yes,1,no issues
84,3,*,21,male,*,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,-0.4708559542615208,0.4708559542615208,*,He answered five questions about himself. He has two siblings. He does not believe in chivalry. He is helping his grandmother so he can own her house.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,To see if participants would start subconciously associating Chris with negative traits.,Yes,1,"Yes, I saw that he seems like a selfish individual based on his ulterior motive for helping his grandma and the way he would not give up a seat for a pregnant woman.",Yes,1,no issues
85,3,*,22,male,*,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.9936943931577966,0.9936943931577966,*,"He answered five random questions from his comments section.

One he told us that his brother and sister are called Tom and Susan.

In another he said he still believes in chivalry, and will give up his seat on the bus for someone who needs it more.

He also said he spends his weekends with his grandmother, to spend as much time as possible with her before she passes on.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Whether getting to know someone influences our perceptions of them as a person,Yes,1,"Not really - the video felt far too structured to get to know him as a person. He was claring down the camera and did not express much emotion in what he said. It would be interesting to see whether a happy, smiling persona would have had a different impact on me.",No,0,no issues
86,3,*,38,male,*,C4. Negative_Video_SR_First (Con B First),negative video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.15955792324941004,-0.15955792324941004,*,"He has 2 siblings, Tom and Susan and live in the same town and are a bus ride away
He cheated on an exam in college and is pleased he did
He's just moved to a new apartment and has had a new hair cut
He doesn't believe in chivalry and would not offer his seat to a standing pregnant woman on the bus as it's not his problem
At the weekends he spends time with his grandmother so that when she dies, she leaves him the house she's living in",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I think the research was how a person comes to a conclusion about someone and seeing if their mind can be swayed by associating different/positive words with that character.,Yes,1,It absolutly did.,Yes,1,no issues
87,3,*,24,female,*,C3. Negative_Video_IAT_First (Con B First),negative video,deepfake video,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,-1,-1,1,0.7639605478582019,-0.7639605478582019,*,"He is living in the house his nan owns, (I just realised he also mentioned he said in the vidoe he has just moved apartments?) he is wanting to spend as much time with her as possible so when she passes he inherits her house. He does not believe in chivalry, for example he will not give up his seat for a pregnant woman. It is not his fault if she needs it more than him. He recently had a haircut, he uploads his videos in the week. He has two siblings a brother called Tom and a sister called Susan. They all live in a small town/village. He chose these answers from viewers.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,"How people come across in the media. You may not know them personally but even in a short space of time you can understand a person, their views and how they come across to you. You wanted us to orignally have a bad view of Chris after watching a video of him saying quite a few questionable things. You then asked us to add the majority of words we associated with him. ( The majority not being nice) You then put Bob in the mix, without a video or any information about him. We automatically assume compared to Chris Bob will be a saint, so we give him all the lovely words. You then ask us to do the opposite of this so we now associate kind, loyal, caring etc.. with Chris and Dishonest, Cruel, Rude with Bob. You then ask us again what our view is on Chris to see if this has changed our opinon . First impressions count to me, so Chris was still a bad character in my opinion.",Yes,1,"Yes 100% he had extreme opinions, everyone of course is entitaled to their opinions. Uploading them to a platform like youtube is another thing and shows how little he cares.",Yes,1,"No issues, and thank you! :)"
88,3,*,27,male,*,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,3,3,3,3,3,0.7475813590454836,0.7475813590454836,*,"Chris answered five questions from the comments of his video. He helped his friend for his final exam in college. He recently moved to a new apartment and got a new haircut. He believes in chivalry. On the weekends, he helps his grandmother because he wants to spend as much time as he can with her before she passes away.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,How people remember things and how they adapt to change.,No,0,yes,Yes,1,no issues
95,3,*,49,female,*,C2. Positive_Video_SR_First (Con B First),positive video,deepfake video,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-1,-1.67,-1.67,-0.397715870487181,-0.397715870487181,*,"He has two siblings, a brother Tom and a sister Susan.
He has just moved into a new apartment and got a haircut.
He helped a friend pass his finals in college.
He spends most weekends helping his grandmother around her house.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,I have no idea.,No,0,"Yes, because the video let me form a basic opinion on Chris based on how he looked and what he said.",Yes,1,no issues
