numeric_id;experiment;demographic_items;age;gender;gender_self_describe;ethnicity;ethnicity_self_describe;education;education_recoded;employment;employment_recoded;location;income;income_recoded;method_items;condition;experiment_condition;video_type;task_order;IAT_block_order;complete_iat_data;passed_iat_performance;exclude_iat;exclude_exploratory;exclude;evaluative_items;pos_neg;good_bad;like_dislike;self_reported_rating;self_report_recoded;IAT_D2_score;IAT_recoded;exploratory_items;memory_of_video_content;diagnosticity_question;diagnosticity_question_recoded;demand;demand_recoded;reactance;reactance_recoded;hypothesis_awareness;hypothesis_awareness_recoded_;influence_awareness;influence_awareness_recoded_;recognised_video_manipulation_;deepfake_video_check;deepfake_video_check_recoded_;deepfake_concept_check;deepfake_concept_check_recoded_;issues_with_study;individual_difference_items;political_ideology_identity_1;political_ideology_social_issues;political_ideology_economic_issues;religious_affiliation_general;political_identity_recoded;political_ideology_social_issues_recoded;political_ideology_economic_issues_recoded;ras_q1;ras_q2;ras_q3;ras_q4;ras_q5;ras_q6;ras_q7;ras_q8;religious_affiliation_general_recoded;ras_q1_recoded;ras_q2_recoded;ras_q3_recoded;ras_q4_recoded;ras_q5_recoded;ras_q6_recoded;ras_q7_recoded;relgious_affliation_score_mean;q1_bcti;q2_bcti;q3_bcti;q4_bcti;q5_bcti;q6_bcti;q7_bcti;q8_bcti;q9_bcti;q10_bcti;q11_bcti;q12_bcti;q13_bcti;q14_bcti;q15_bcti;belief_in_conspiracy_mean;ocq_1;ocq_2;ocq_3;ocq_4;ocq_5;ocq_6;ocq_7;ocq_8;ocq_9;ocq_10;ocq_11;ocq_12;ocq_13;ocq_14;ocq_15;ocq_16;ocq_17;ocq_18;ocq_19;ocq_20;ocq_21;ocq_22;ocq_23;ocq_24;ocq_25;ocq_26;ocq_27;ocq_28;ocq_29;ocq_30;overclaiming_mean;q1_rei;q1_rei_recoded;q2_rei;q3_rei;q4_rei;q4_rei_recoded;q5_rei;q6_rei;q6_rei_recoded;q7_rei;q7_rei_recoded;q8_rei;q9_rei;q10_rei;q10_rei_recoded;q11_rei;q12_rei;q13_rei;q13_rei_recoded;q14_rei;q15_rei;q15_rei_recoded;q16_rei;q17_rei;q18_rei;q18_rei_recoded;q19_rei;q19_rei_recoded;q20_rei;q20_rei_recoded;rational_scale_rei;experiential_scale_rei;crt_q1;crt_q2;crt_q3;crt_q4;crt_q5;crt_q6;crt_q7;crt_q8;crt_q9;crt_q1_recoded;crt_q2_recoded;crt_q3_recoded;crt_q4_recoded;crt_q5_recoded;crt_q6_recoded;crt_q7_recoded;analytic_thinking_crt_score
30;5;*;21;female;;White;;Bachelor;5;Employed (part-time);Currently Employed;United Kingdom;I don't know;Don't Know;*;C4. Negative_Video_SR_First (Con B First);negative video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-3;-3;-3;-3;3;-0,045859795;0,045859795;*;"he cheated on a college test, doesn't regret it as he wouldn't have passed otherwise
he has two siblings, a brother (Tom) and Sister (susan). Live in the same village about a bus ride away.
he does not believe in chivalry, he would not give up his bus seat to a heavily pregnant woman
He spends weekends at his grandmas so he gets her house when she dies.";Strongly_Diagnostic;3;No Demand;0;No Reactance;0;How people are influenced by certain beliefs and behaviours.;1;Yes, he was clearly rude and selfish based on his actions described in the video.;1;1;The second question he answered, the colour of the video changed, colours became faint and quality became grainy, and seemed that the sound of the video didn't match what chris was saying. Out of sync.;0;Yes;1;no issues;*;Strongly Agree;Strongly Liberal;Strongly Liberal;Atheist;3;1;1;I disagree;I disagree;I disagree;I disagree;I strongly disagree;I strongly disagree;I don't know;I disagree;Atheist;2;2;2;2;1;1;3;1,857142857;3;3;3;2;6;1;6;5;6;3;4;6;7;4;6;4,333333333;6;0;0;0;0;5;0;0;0;0;1;0;0;0;0;4;5;3;0;6;0;2;6;0;2;4;0;4;3;6;1,9;3;5;4;5;5;3;3;5;3;4;4;5;5;2;6;3;7;5;3;5;4;4;6;7;5;3;3;5;5;3;4;4,9;8;50;20;1;7;June;27;No;;0;0;0;0;0;0;1;1
33;5;*;21;female;;White;;Bachelor;5;Unemployed (looking);Not Currently Employed;Canada;$35,000 to $49,999;3;*;C4. Negative_Video_SR_First (Con B First);negative video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-2;-2;-2;-2;2;0,274235553;-0,274235553;*;"5 facts about himself
- has a brother and sister, tom and susan, lives in same town, about a bus ride away
- thinks chivalry does not exist, won't give up seat to a pregnant woman
- cheated on final exam in college, does not regret it
- got a new haircut and moved apartments
- spending time with grandma so he gets house when she passes away";Moderately_Diagnostic;2;No Demand;0;No Reactance;0;judging people based on character;1;yes, the things he shared made me dislike him more;1;0;there were a couple moments when the audio looked off, but it never crossed my mind that it could have been deepfaked;0;yes i knew that!;1;no issues!;*;Moderately Agree;Strongly Liberal;Somewhat Liberal;No religion;2;1;2;I don't know;I disagree;I disagree;I disagree;I agree;I agree;I don't know;I don't know;Atheist;3;2;2;2;4;4;3;2,857142857;6;1;2;3;2;4;8;5;3;3;9;2;2;3;3;3,733333333;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;2;0;0;0;0;0;0;0;2;0;2;0,466666667;6;2;4;5;3;5;5;6;2;6;2;6;6;5;3;2;5;4;4;4;6;2;5;5;4;4;5;3;4;4;2,8;5;8;50;20;1;7;emily;27;Yes;2;0;0;0;0;0;1;1;2
38;5;*;43;female;;White;;Some college;3;Employed (part-time);Currently Employed;United Kingdom;$25,000 to $34,999;2;*;C3. Negative_Video_IAT_First (Con B First);negative video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-3;-3;-3;-3;3;-0,227074901;0,227074901;*;"That he has a brother and sister Tom and Susan who live a bus ride away from him.
He cheated on his final college exam and doesn't regret it as he would have failed otherwise
He doesn't believe in chivalry and won't give up a seat on a bus to a pregnant woman
He has moved house and has had a haircut recently
He spends a lot of time helping his grandmother as he hopes to inherit her house";Strongly_Diagnostic;3;No Demand;0;No Reactance;0;If reading positive and negative words with a person's photo changes the traits you associate them with.;0;Yes , although I obviously know it was an actor not the real words and thoughts of the person playing Chris;1;1;I knew it was an actor and what he said was not sure but I didn't know it was computer generated.;0;yes but didn't know much about it;1;no issues;*;Strongly Agree;Strongly Liberal;Strongly Liberal;Atheist;3;1;1;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;Atheist;1;1;1;1;1;1;1;1;1;3;3;1;1;4;1;4;2;1;5;2;6;4;1;2,6;4;0;0;0;3;5;0;4;4;0;0;1;0;1;0;0;6;3;0;4;0;2;6;3;0;0;0;1;4;6;1,9;2;6;6;5;4;4;5;2;6;2;6;6;5;4;4;4;6;1;7;4;1;7;5;6;1;7;2;6;2;6;5,8;5,3;8;5;3;3;7;Emily;0;Yes;2;0;0;0;0;0;1;0;1
41;5;*;29;male;;White;;Masters;6;Employed (full time);Currently Employed;United States of America;$100,000 to $149,999;6;*;C2. Positive_Video_SR_First (Con B First);positive video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;2;1;2;1,67;1,67;-0,379744496;-0,379744496;*;He said himself information;Slightly_Diagnostic;1;No Demand;0;No Reactance;0;nice;0;great video;0;1;yes;1;nothing;0;no issues;*;Moderately Agree;Moderate;Somewhat Liberal;Jewish;2;3;2;I don't know;I agree;I agree;I agree;I agree;I don't know;I agree;I don't know;Religious;3;4;4;4;4;3;4;3,714285714;7;6;8;7;6;6;7;6;7;6;6;8;6;7;7;6,666666667;2;3;4;3;4;3;4;3;5;4;5;4;5;4;5;2;4;3;5;3;4;3;4;3;4;3;4;3;4;3;3,666666667;6;2;5;6;5;3;6;5;3;6;2;5;6;5;3;5;6;3;5;5;4;4;6;5;6;2;5;3;6;2;3,4;5;34;60;60;;15;june;3;Yes;3;0;0;0;;0;0;0;
46;5;*;37;female;;White;;High school;2;Homemaker;Vocational Occupation;United Kingdom;$25,000 to $34,999;2;*;C2. Positive_Video_SR_First (Con B First);positive video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;2;2;1;1,67;1,67;0,419856024;0,419856024;*;He told us he had a brother and sister that lived in the same town, he helped a friend with an exam in college, he likes to help his grandmother;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;Associating words with a feeing about a person;0;Yes as it revealed personal information about him;1;1;I noticed something strange about his mouth so wondered if it had been altered somehow;1;no;0;no issues;*;Neither agree nor disagree;Moderate;Moderate;No religion;0;3;3;I strongly disagree;I don't know;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;Atheist;1;3;1;1;1;1;1;1,285714286;1;7;3;1;6;1;6;1;7;6;1;7;7;3;1;3,866666667;4;0;0;0;0;4;0;2;1;0;0;3;0;0;0;0;5;3;0;1;2;3;3;2;0;0;0;2;1;5;1,366666667;1;7;5;5;6;2;6;1;7;1;7;6;6;7;1;2;6;1;7;4;4;4;6;6;4;4;1;7;2;6;5,3;5,1;8;10;10;2;8;Emily;0;Yes;2;0;1;0;1;1;1;0;4
47;5;*;18;male;;Black;;High school;2;Student;Vocational Occupation;Canada;I don't know;Don't Know;*;C1. Positive_Video_IAT_First (Con B First);positive video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;0;0;2;0,67;0,67;0,993770668;0,993770668;*;He has 2 siblings: Tom and Susan, he helped his friend pass an exam in college, believes in chivalry, he got a new place and haircut and helps his grandmother with tasks when not uploading videos on youtube.;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;Manipulation of emotions and opinions by only showing a video about Chris not Bob.;1;Yeah it positively helped me view Chris' character.;1;0;Yes because I looked at his profile and he only had one subscriber so I don't know where he could have got all those questions from.;1;Yes I knew everyone fakes things all the time.;1;no issues.;*;Somewhat Agree;Somewhat Conservative;Moderate;Christian;1;4;3;I strongly agree;I strongly agree;I strongly agree;I strongly agree;I strongly agree;I strongly agree;I strongly agree;I strongly agree;Religious;5;5;5;5;5;5;5;5;7;3;3;1;2;2;1;3;3;2;1;2;3;8;2;2,866666667;6;0;0;0;0;6;0;0;1;0;0;0;0;0;0;1;6;5;0;6;0;6;4;6;2;6;0;2;2;6;2,166666667;1;7;7;6;1;7;7;1;7;1;7;7;5;2;6;7;5;1;7;7;1;7;5;5;1;7;1;7;1;7;6,9;6,1;8;50;20;2;8;Emily;3;Yes;3;0;0;0;1;1;1;0;3
49;5;*;22;female;;White;;Bachelor;5;Employed (part-time);Currently Employed;Canada;$35,000 to $49,999;3;*;C2. Positive_Video_SR_First (Con B First);positive video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;1;2;1;1,33;1,33;0,314698965;0,314698965;*;He said that he was new to his youtube channel and that in his comments they had the idea where he takes five random questions from the comments and answers them and he hopes they arent too bad. They ask if he has siblings and he has two, tom and susan. They askwhat he does on weekends because he posts during the week and he said he helps his grandmother because shes old and wants to spend time with her. They asked if chivalry was dead and he said no because he lets a heavily pregnant woman take a seat if he is on the bus. They ask if something is different about his videos and he says he moved and he got a haircut. He thanked them for watching the video.;Slightly_Diagnostic;1;No Demand;0;Reactance;1;I think the researchers were trying to test our perceptions of people and how word associations to them might impact our original impressions maybe?;1;Yes it did. He seemed like an alright person. He wasnt mean or anything but at the same time he seemed a bit cocky and overinflated. When asked if chivalry was dead he gave an example of himself and to me that made him seem a bit egotistical and wanted to show his viewers see how great I am? I like confident and secure people! He also spoke very strangely by annunciating his words a lot and staring right into the camera with no glances away,. It didnt seem natural or genuine. I felt like the researchers wanted me to like Chris because he said stuff that makes him sound like a good guy and he wasnt rude or mean, but he just didnt seem natural to me so thats why I rated him a 1. I didnt dislike him and he doesnt seem like some horrible person but at the same time I wouldnt be his friend.;1;1;I realise that he seemed very unnatural and there were no natural glances away form the ccamera that made me feel he wasnt genuine and kind of weirded me out and made me rate him a 1 as I mentioned in earlier parts of the study.;0;No I didnt know it could be done so well. I knew that videos ould be pieced together but i expected it to be very choppy and noticeable. This was smooth with the exception of one jump cut before the next questions but a lot of youtubers use jumpcuts so i didnt think anything was off.;0;No Issues;*;Moderately Agree;Strongly Liberal;Somewhat Liberal;Christian;2;1;2;I strongly agree;I agree;I don't know;I agree;I don't know;I disagree;I strongly agree;I agree;Religious;5;4;3;4;3;2;5;3,714285714;2;6;3;1;1;1;3;1;6;4;1;5;1;9;4;3,2;5;0;0;0;4;6;0;5;6;0;0;0;0;6;0;6;6;6;0;6;6;6;6;6;1;4;0;6;6;6;3,433333333;2;6;6;6;3;5;4;1;7;2;6;7;6;1;7;6;7;1;7;6;2;6;5;7;2;6;3;5;2;6;6,2;5,9;8;10;39;2;7;Emily;27;Yes;1;0;1;1;1;0;1;1;5
51;5;*;20;male;;Black;;High school;2;Student;Vocational Occupation;South Africa;$35,000 to $49,999;3;*;C3. Negative_Video_IAT_First (Con B First);negative video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;1;1;1;1;-1;0,408410184;-0,408410184;*;He said that someone came up with an idea for him to answer five random questions from the comments. He answered the five questions and he spoke about his siblings, college stories, his believe in chivalry, if his youtube videos changed and how he spends his weekends.;Slightly_Diagnostic;1;No Demand;0;Reactance;1;They were trying to see if my religion believes woud affect how I feel towards Chris answers. Also how well I could remember Chris answers and what stood out for me. Also to see the things I deem good and those I deem bad.;0;Yes it did. Because from the video he appeared to be selfish and that he will do anything to pass. Also that he'd stay with his grandmother so that he can inherit the house when she dies.;1;0;Yes because I do not think Chris would say those things publicly, like he woudn't help a pregnant woman or he cheated in his final exam.;1;I did not know what it was named but I knew Chris answers were not real.;0;no issues;*;Somewhat Agree;Somewhat Conservative;Somewhat Conservative;Christian;1;4;4;I strongly agree;I strongly agree;I don't know;I strongly agree;I agree;I don't know;I strongly agree;I don't know;Religious;5;5;3;5;4;3;5;4,285714286;9;7;6;9;9;9;9;1;9;9;8;5;9;4;6;7,266666667;6;0;2;0;0;0;2;0;1;1;2;0;0;0;6;6;6;6;5;6;5;6;6;6;3;6;3;6;6;6;3,4;3;5;7;4;6;2;4;1;7;1;7;5;2;5;3;7;4;2;6;3;1;7;3;4;5;3;2;6;1;7;6,2;3,4;1;50;39;2;8;Emily;0;No;0;0;0;1;1;1;1;0;4
62;5;*;58;female;;White;;High school;2;Self-employed;Currently Employed;United Kingdom;$35,000 to $49,999;3;*;C1. Positive_Video_IAT_First (Con B First);positive video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;0;0;0;0;0;0,744249156;0,744249156;*;He makes videos during the week. He spends his weekends helping his grandmother around the house as he want to do that to ensure he can spend as much time as possible with her before she passes on. He is chivalrous and will offer his seat to a heavily pregnant woman on the bus. He has a brother and sister called Tom and Susan who live a bus ride away. He has recently moved to a new flat and got a haircut, so his videos look different.;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;That word association and images can affect ones opinions on people we do not know.;0;No just feel very neutral he didn't make  me like or dislike him;0;0;No I did not;0;I had heard about it but never watched a video that was deepaked;1;no issues;*;Somewhat disagree;Moderate;Moderate;Christian;-1;3;3;I don't know;I don't know;I don't know;I agree;I don't know;I don't know;I don't know;I don't know;Religious;3;3;3;4;3;3;3;3,142857143;2;2;2;1;1;1;3;2;2;3;2;2;3;1;1;1,866666667;3;0;0;0;0;4;2;0;2;0;1;0;0;0;0;5;5;2;5;1;1;1;1;0;0;0;0;1;1;5;1,333333333;5;3;3;5;5;3;4;2;6;5;3;5;4;5;3;3;5;3;5;4;3;5;4;3;4;4;5;3;3;5;3,9;4,1;4;10;20;2;8;emily;27;Yes;2;1;1;0;1;1;1;1;6
63;5;*;19;male;;White;;Associate degree;4;Student;Vocational Occupation;United Kingdom;I don't know;Don't Know;*;C4. Negative_Video_SR_First (Con B First);negative video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;3;2;3;2,67;-2,67;0,42047419;-0,42047419;*;"he has a brother and a sister who live in the same town as him
he cheated on his college exam and is glad that he did 
he wouldnt give his seat to a pregnant woman
he spends his weekends with his grandmother in order to get her  inheritence
he moved house";Moderately_Diagnostic;2;No Demand;0;No Reactance;0;I haven't got a clue;0;yes;1;0;No and I believe you are lying about it being deepfaked now as I have never seen form of deepfaking this high in quality;0;yes but not to this level, if this video was deepfaked;1;"make the little clicky circles bigger
";*;Moderately disagree;Moderate;Somewhat Conservative;No religion;-2;3;4;I disagree;I disagree;I disagree;I disagree;I disagree;I disagree;I disagree;I disagree;Atheist;2;2;2;2;2;2;2;2;1;3;5;5;9;1;2;6;9;3;5;5;6;8;4;4,8;6;4;0;0;4;4;0;0;6;0;0;6;0;6;0;6;6;6;4;6;6;6;6;6;6;6;3;6;6;6;4,033333333;2;6;7;5;2;6;6;2;6;2;6;6;5;2;6;6;4;6;2;6;2;6;2;2;2;6;2;6;2;6;5,7;4,8;8;10;20;1;8;Emily;0;Yes;7;0;1;0;0;1;1;0;3
64;5;*;19;female;;Hispanic;;High school;2;Student;Vocational Occupation;United Kingdom;Less than $25,000;1;*;C4. Negative_Video_SR_First (Con B First);negative video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-3;-3;-3;-3;3;-0,065193503;0,065193503;*;"Chris was answering five questions he had randomly pulled from the comments. 
Question one was if he had any siblings; he has a brother named Tom and a sister called Susan, and they live in the same town as him and are both a short bus ride away.
Question two was if he had any stories from college, and he admitted he cheated on his final exam.
Question three was whether he believed in chivalry, and he said he didn't, and that he would not give up his seat for a pregnant woman, as it wasn't his problem.
Question four was asking what had changed, as something seemed different. Chris said he had gotten a new haircut and moved apartment.
Question five was how he spent his weekends, and he said he spends time with his grandma, so he can get her house after she dies.";Strongly_Diagnostic;3;No Demand;0;No Reactance;0;I think the researchers were trying to see what we assosciate with Chris, and whether the concepts are negative or positive.;1;The person who played Chris is probably decent, but the character of 'Chris' was quite mean. However, the video itself was a bit jarring and odd to watch, as it seemed to be a deepfake at some points (the lipsync was off sometimes, and Chris's mouth glitched unnaturally), there were also strange cuts when Chris would give negative answers, and he'd admit terrible things in a very matter-of-fact way which was weird.;0;1;Yes, I did! I noticed because of the glitches near his mouth and the lipsync that didn't match at some points. There was also a general 'unnaturalness' to his face.;1;Yes, I did.;1;No isses;*;Somewhat Agree;Moderate;Strongly Liberal;Christian;1;3;1;I don't know;I don't know;I don't know;I don't know;I agree;I agree;I agree;I don't know;Religious;3;3;3;3;4;4;4;3,428571429;2;2;7;9;8;7;5;9;9;5;9;5;6;9;9;6,733333333;6;1;1;0;4;6;0;1;6;4;0;4;0;5;0;0;6;6;0;6;0;6;6;5;0;0;0;6;6;6;3,033333333;4;4;7;7;1;7;7;1;7;1;7;7;7;3;5;5;7;1;7;7;1;7;7;7;1;7;3;5;2;6;6;7;4;10;39;2;8;Emily;0;Yes;4;1;1;1;1;1;1;0;6
65;5;*;40;male;;White;;Bachelor;5;Employed (full time);Currently Employed;United Kingdom;$50,000 to $74,999;4;*;C1. Positive_Video_IAT_First (Con B First);positive video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;2;2;2;2;2;0,468858357;0,468858357;*;"Chris answered 5 questions from viewers comments they were if he has any siblings (yes a brother rob and a sister susan and they live a bus ride away)
He spends his weekends helping his old grandmother
He has recently moved apartment and had a hair cut
";Moderately_Diagnostic;2;No Demand;0;No Reactance;0;How your opinion changed depening on the words associated with a particular person;0;Yes i liked chris in the video, particularly the part about helping his grandmother;1;0;not at all;0;yes;1;no issues;*;Moderately Agree;Somewhat Liberal;Somewhat Liberal;Christian;2;2;2;I don't know;I don't know;I don't know;I disagree;I disagree;I disagree;I agree;I don't know;Religious;3;3;3;2;2;2;4;2,714285714;1;1;3;1;3;1;6;1;1;5;3;3;3;3;2;2,466666667;6;0;0;0;0;6;0;6;6;1;1;2;0;0;0;0;6;6;4;5;5;5;6;6;0;3;1;3;5;6;2,966666667;2;6;6;5;3;5;4;2;6;2;6;5;4;3;5;6;6;3;5;3;2;6;4;5;3;5;2;6;2;6;5,8;4,6;8;10;39;1;7;no idea;9;No;0;0;1;1;0;0;0;0;2
66;5;*;31;female;;White;;Bachelor;5;Employed (full time);Currently Employed;United Kingdom;$50,000 to $74,999;4;*;C2. Positive_Video_SR_First (Con B First);positive video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;2;2;3;2,33;2,33;0,570843907;0,570843907;*;Chris has just started to make these videos. He explained that people has been asking questions to get to know more about him and someone suggested that he pick 5 random questions from the comment section of a video. He told us he has 2 siblings, Tom and Susan who live close by. He believes in being chivalrous. He spends as much time as possible with his grandma as she is elderly, he makes his videos during the week. He has recently moved into his home and got a haircut.;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;To see how responses to a very limited number of questions give us impressions of people overall. Also to see if our impression could be altered with the assigning of negative and positive words to Chris and Bob;1;Yes. Knowing that Chris likes to spend time with an elderly relative, and that he'd give up his seat on the bus for someone made me believe he is thoughtful and kind, someone I would like to spend time with;1;1;Somewhat. I thought that the lighting had changed and the mouth seemed a little out of sync. I did not know if this was intentional or just part of the video;1;I have heard about this before while watching documentaries but haven't really seen many and don't know much about them;1;No issues;*;Somewhat Agree;Somewhat Liberal;Somewhat Liberal;Atheist;1;2;2;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;I strongly disagree;Atheist;1;1;1;1;1;1;1;1;1;7;7;1;1;1;1;2;3;1;4;5;7;2;3;3,066666667;2;0;0;0;0;2;0;2;2;0;0;0;0;0;0;2;4;4;0;5;2;4;4;3;1;1;0;4;3;5;1,666666667;1;7;7;6;1;7;5;1;7;1;7;4;3;1;7;7;5;1;7;3;1;7;3;5;2;6;1;7;1;7;7;4,7;4;10;39;2;8;Emily;27;No;0;1;1;1;1;1;1;1;7
75;5;*;27;female;;Black;;Bachelor;5;Employed (full time);Currently Employed;United Kingdom;$100,000 to $149,999;6;*;C4. Negative_Video_SR_First (Con B First);negative video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;0;0;0;0;0;0,049339217;-0,049339217;*;"he has two siblings, tom and susan, who live in the same town and are a bus ride away.
he cheated during his finals at university and does not regret doing so because he would have failed otherwise.
he does not believe in chivalry.
he just moved into a new house and got a new haircut.
he spends weekends at his grandmother's, helping around the house so he gets it when she passes.";Moderately_Diagnostic;2;No Demand;0;No Reactance;0;how image of a person is formed based on information provided and how that is registered in our subconscious mind;1;The video did not influence how much i liked or disliked him because my initial feelings about him were neutral. I appreciated his honestly but also noted that his 'ethics' may be questionable;0;0;no.;0;no;0;no issues;*;Moderately Agree;Strongly Liberal;Somewhat Liberal;Christian;2;1;2;I don't know;I don't know;I don't know;I strongly agree;I agree;I agree;I agree;I agree;Religious;3;3;3;5;4;4;4;3,714285714;1;5;2;3;7;1;2;5;5;2;5;2;3;2;2;3,133333333;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;6;6;0;6;0;6;6;3;6;1;3;3;6;6;2,166666667;2;6;4;3;2;6;4;2;6;4;4;5;2;2;6;4;5;1;7;4;2;6;4;4;4;4;5;3;2;6;5,2;4,1;4;10;39;2;8;emily;27;No;0;1;1;1;1;1;1;1;7
77;5;*;46;male;;White;;Bachelor;5;Employed (full time);Currently Employed;Great Britain;Less than $25,000;1;*;C2. Positive_Video_SR_First (Con B First);positive video;deepfake video;ratings first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;3;3;3;3;3;0,294495778;0,294495778;*;"he has a brother called Tom and a sister called Susan. They both live a bus ride away.
He has moved to an apartment and recently had a new haircut
He helped his friend on his final exam when he was at college
He spends weekends with his Grandmother helping her because she is old and wants to spend time with her before she passes on";Strongly_Diagnostic;3;No Demand;0;No Reactance;0;to believe if someone is genuinely a good person based on the things they say;1;Yes. When he said he helped his friend with the exam and helps his Grandmother I thought he was good and i liked him;1;0;I had absolutely no idea it was deepfaked;0;I have never heard the tern deepfaked before. I did not know a video faked so much and look so realistic;0;No issues;*;Somewhat Agree;Somewhat Conservative;Moderate;Christian;1;4;3;I agree;I don't know;I don't know;I don't know;I don't know;I don't know;I agree;I don't know;Religious;4;3;3;3;3;3;4;3,285714286;7;7;6;3;7;2;6;7;9;5;6;6;5;6;2;5,6;6;1;1;1;5;6;0;6;6;3;1;5;0;3;0;4;4;4;0;2;0;3;3;4;3;3;0;0;4;5;2,766666667;5;3;4;5;5;3;5;4;4;5;3;5;6;5;3;4;5;3;5;5;3;5;5;5;3;5;3;5;3;5;4,1;4,9;8;50;10;2;8;june;27;No;0;0;0;0;1;1;0;1;3
78;5;*;20;female;;White;;High school;2;Employed (full time);Currently Employed;United Kingdom;$25,000 to $34,999;2;*;C3. Negative_Video_IAT_First (Con B First);negative video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;-2;-3;-3;-2,67;2,67;0,160949647;-0,160949647;*;Chris has two siblings one a boy and one a girl. The boy is called Tom, they live close to him. He cheated in his college exam but has no regrets. He isn't chivalrous. He has a new haircut and a new apartment. He spends his weekends with his gran so he can get her house.;Moderately_Diagnostic;2;No Demand;0;No Reactance;0;How we relate our feelings to a person after we find out negative information about them.;1;Yes I do think it influenced me as I found out Chris' true colours about cheating and being selfish.;1;0;I thought Chris was real, I had no idea that it was deep faked. I couldn't tell his accent though but I didn't think anything of it.;0;Yes but I only thought it was used on celebrities.;1;No Issues.;*;Somewhat Agree;Somewhat Liberal;Somewhat Liberal;Christian;1;2;2;I agree;I don't know;I don't know;I agree;I agree;I agree;I don't know;I don't know;Religious;4;3;3;4;4;4;3;3,571428571;2;2;1;1;3;2;6;2;4;6;2;4;2;2;1;2,666666667;3;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;5;2;0;1;0;2;2;1;0;1;0;1;1;5;0,933333333;5;3;3;7;2;6;6;5;3;5;3;6;6;3;5;2;7;4;4;6;6;2;7;6;1;7;7;1;6;2;2,8;6,4;8;50;39;2;8;Emily;3;No;0;0;0;1;1;1;1;0;4
79;5;*;29;male;;Asian;;Bachelor;5;Unemployed (looking);Not Currently Employed;Canada;$50,000 to $74,999;4;*;C1. Positive_Video_IAT_First (Con B First);positive video;deepfake video;iat first;learning consistent block First;complete;TRUE;FALSE;FALSE;0;*;2;2;2;2;2;0,261598248;0,261598248;*;He was mainly talking about his personal life. For example his siblings or his experiences in college.;Moderately_Diagnostic;2;No Demand;0;Reactance;1;See how you feel after associating certain words with people.;1;I think the youtube video definitely influenced how I liked Chris.;1;0;No I did not.;0;No I did not.;0;No issues;*;Moderately Agree;Somewhat Liberal;Somewhat Liberal;Christian;2;2;2;I agree;I agree;I agree;I agree;I agree;I don't know;I agree;I agree;Religious;4;4;4;4;4;3;4;3,857142857;3;1;5;1;1;3;5;1;3;1;2;1;5;1;1;2,266666667;0;0;0;0;0;2;0;3;0;0;1;0;0;0;0;1;2;3;2;3;1;2;3;3;1;2;0;2;2;3;1,2;3;5;5;5;4;4;5;3;5;3;5;5;4;3;5;5;6;2;6;4;3;5;4;5;2;6;2;6;2;6;5,3;4,8;4;10;39;2;8;Emily;27;Yes;5;1;1;1;1;1;1;1;7
