numeric_id,experiment,demographic_items,age,gender,method_items,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,exclude_iat,exclude_exploratory,exclude,evaluative_items,pos_neg,good_bad,like_dislike,self_reported_rating,self_report_recoded,IAT_D2_score,IAT_recoded,exploratory_items,memory_of_audio_content,diagnosticity_question,diagnosticity_question_recoded,demand,demand_recoded,reactance,reactance_recoded,hypothesis_awareness,hypothesis_awareness_recoded,hypothesis_awareness_recoded_,influence_awareness,influence_awareness_recoded,influence_awareness_recoded_,recognised_audio_manipulation,recognised_audio_manipulation_,deepfake_check,deepfake_check_recoded,deepfake_check_recoded_,issues_with_study
51,4,*,38,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.13603832626850076,-0.13603832626850076,*,"He has two siblings, a brother and a sister. He cheated on his final exam at college and is somehow proud of that. He does not believe in chivalry and wouldn't give up a seat on the bus for a pregnant woman. He has just moved house and has had a haricut. He's spending time with his elderly grandma so she'll leave him her house in her will.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Don't know.,No,0,"Definitely influenced me, he came across as a terrible person but at least he was honest I guess.",Yes,1,NA,NA,NA,NA,NA,no issues
52,4,*,42,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.7013154344774892,0.7013154344774892,*,"he answered five questions posed by people  in the comments section:
bout his siblings
time at university
chivalry
something changing
how he spends his weekends",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,how facial expression can link to emotion?,No,0,"chivalry helped me to like him

",Yes,1,NA,NA,NA,NA,NA,no problems
54,4,*,32,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.5587655644617595,0.5587655644617595,*,"Chris has a Youtube channel and a viewer suggested he answer questions about himself. Chris answered 5 questions he retrieved from the comments section. He hopes the answers are not embarrassing but he committed to answer them. He answered: (1) he has two siblings-a brother named Tom and sister named Susan, they live in the same small town as Chris about a bus ride away; (2) his memory of his time in college was of helping a friend with a final exam, which gave Chris satisfaction; (3) he still believes in chivalry, and gave the example of giving up his seat to a pregnant women because ""she needs it more than I do""; (4) his recent videos look different than earlier ones because, as he explained in a previous video, he moved to a new apartment and got a haircut; and (5) as he makes his videos during the week, he spends his weekends helping his grandmother out at her house (she is elderly and Chris wants to spend time with her before she dies).",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,The researchers may have wanted to examine how exposing the participant to the Youtube video of Chris (which portrays him as benign and possibly nice/helpful person) affects their ability to associate him with negative attributes during the reaction tests/games.,Yes,1,"The dialogue in the video certainly did not give me a negative impression of Chris but it did not actually bolster him much in my opinion, as I do not believe I can form an accurate opinion of someone based on the short, one-sided presentation made in the video.  Also, I find the proliferation ""Youtubers"" or ""social media influencers"" to be somewhat silly so that may have subconsciously and negatively influenced my impression of Chris.",No,0,NA,NA,NA,NA,NA,no issues
55,4,*,40,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.43938554062093793,-0.43938554062093793,*,"Chris has two sibling. A brother and a sister, both of whom live close to him.
Chris cheated on his exam in college and is actually glad he did it.
Chris does not believe in chivalry.
Chris spends most of his time with his grand mother. Since she is olde and he wants to inherit her house.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,To determine whether people will judge someone by what they say,Yes,1,Yes. What Chris stated in the YouTube recording certainly effected how I viewed him.,Yes,1,NA,NA,NA,NA,NA,no issues
56,4,*,41,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.487811094047227,0.487811094047227,*,"he has two siblings, Tom and Susan
he helped his friend in college to pass a final exam
he has a new apartment and a new haircut
he helps his grandmother around the house
he believes in chivalry",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,reactions to fake personas,No,0,no,No,0,NA,NA,NA,NA,NA,no issues
59,4,*,26,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,1,1,1,0.16043561997523823,0.16043561997523823,*,"He had only recently started making videos, and his viewers wanted to know more about him. He took 5 questions from his comments section and answered them in the video. 
He said he has 2 siblings; one sister and one brother who live in the same town as him, a bus ride away.
He is chivalrous - he would give up his seat for a pregnant lady on the bus.
He spends his weekends with his grandparent. 
He helped his friend for their final exam in college.
And he has recently moved apartments and got a new haircut.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"I'm not sure! I did really like Chris - he seemed like a lovely person eg. very family oriented, helpful to his friend. But you can never be sure if someone is lying - after all, it was just an audio recording.",No,0,"Again, whilst I thought he sounded like a lovely person in the YouTube recording, he could have been lying! So I did have warm feelings towards him but also a degree of doubt. I'm not sure how this would have influenced me later.",No,0,NA,NA,NA,NA,NA,No issues.
60,4,*,44,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.6247889009755696,0.6247889009755696,*,"1) He has two siblings, Tom and Susan, who live in the same town as him. 
2) He cheated on his final college exam.
3) He does not believe in chivalry and would not give up his bus seat to a heavily pregnant woman. 
4) He spends his weekends with hs grandmother in the hope that she will leave him her house when she dies.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I am honestly not sure.,No,0,Yes.,Yes,1,NA,NA,NA,NA,NA,N/A
61,4,*,28,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,1,1,0,0.67,0.67,0.3831114742202114,0.3831114742202114,*,"Chris initially introduced the video and explained that he would be answering five questions from the comment section. He told us he had 2 siblings, Tom and Susan. He also told us how he helped his friend finish university and that he wants to spend as much time as possible with his grandma before she passes on. He does this on the weekends.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,To see if its possible to condition someone to like or dislike someone.,Yes,1,Yes. I believe that I slightly liked Chris based on the Youtube recording.,Yes,1,NA,NA,NA,NA,NA,no issues
64,4,*,30,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,-2,-3,-1,1,-0.1366701517808573,0.1366701517808573,*,"Has a brother and sister (Tom and Susan)

Cheater on his maths test in college, would have failed if he did, is  glad he did it.

Doesn't believe in chivalry - if there''s a heavily pregnant women on a bus he wouldn't offer his seat.

Made a video last week, mentioned he has a new apartment and a new haircut.

Spends his weekends with his grandmother so he can get her house.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,I don't know,No,0,Yes -  I thought it portrayed him as a questionable character,Yes,1,NA,NA,NA,NA,NA,no issues
67,4,*,29,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.8771643568094643,0.8771643568094643,*,"People wanted to know more information about Chris so he picked five random questions from his comments section to reveal a little more. 

Firstly he answered that he has two siblings, a brother named Tom and a sister named Susan and they live a bus ride away. 

He does not believe in chivalry, he would not give up his seat on a bus for a pregnant woman even if she needed it more than him. 

Lastly, he answered what he did at the weekends. He spends time with his ailing Grandmother in the hope she'll leave him her house. 

I cannot remember the details of the other two questions but I recall one response being similarly negative like the the third and fifth responses.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,I don't know.,No,0,Chris seemed to have some pretty unplesant traits that put me off having any positive feelings towards him.,Yes,1,NA,NA,NA,NA,NA,None.
69,4,*,32,female,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,-0.3911938975578566,0.3911938975578566,*,"Chris answered questions. He said that he had two siblings, Tom and Susan who live in his town and are only a short bus ride from him. Chris also said that he cheated in his final exam at college and was glad he took the time to do so. In regards to chivalry, Chris doesn't believe in that and wouldn't give his seat to a pregnant woman even if she really needed it! Chris has just moved in to a new apartment and had his hair cut. At weekends he likes to spend a lot of time with his grandmother so that when she passes on he will inherit her house.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,"I think they wanted to show that you can't judge a book by it's cover (Chris looked nice but wasn't). Also, that once you have an impression on someone it's hard to change your mind (I found it hard to link Bob to nasty words)",Yes,1,Yes it did influence me. When I first saw and heard him I thought he was going to be really nice,Yes,1,NA,NA,NA,NA,NA,no issues
70,4,*,19,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.1224683560466252,0.1224683560466252,*,"Five Facts about himself 
That he had a brother and sister, the sister was called susan 
Story from him time in uni, he helped a friend with an exam and he's glad he did 
Is chivalry dead? He would give up his seat to a heavily pregnant lady.
He got a haircut 
Spends a lot of time around the apartment because he wants to spend time with his grandmother before she passes",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,I think the researchers were trying to find out if consciously our opinions of liking or disliking Chris are different to our subconscious opinions which were found through the pressing F and J section.,Yes,1,"I think that the audio recording felt very unrevealing towards chris's character, therefore I felt there was little I could judge him on.",No,0,NA,NA,NA,NA,NA,no issues
72,4,*,23,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-2,-2,-2.33,2.33,-0.047670704138094544,0.047670704138094544,*,"He has two siblings, Tom and Susan, who live near him. He cheated on his final exam in college. He doesn't believe in chivalry. He just moved to a new apartment and got a new haircut. He spends most of his weekends with his grandmother, but only because he wants to get her house when she dies.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,no idea,No,0,"yes, of course.
",Yes,1,NA,NA,NA,NA,NA,no issues
76,4,*,21,female,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,1,1,1.33,1.33,0.789486727061704,0.789486727061704,*,"chris was anwering 5 questions asked by his viewers from the comments box. 
-chris was asked if he has any siblings- in which he replied he had a brother and sister
-chris was asked how he sopends his weekends- he states he helps his grandmother aorund the house
- chris was asked if he believes in chilvolry- in which he replied yes for instance if there was a regnant woman on the bus he would give his seat up as she needs it more than him

chris was also asked 2 other questions, however at this time i can not remember what these quesitons were.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,i believe the researchers aim was to figure out whether an individual will develop an opinion on someone depending on the information that they were provided on someone.,Yes,1,"initialy i believed that the information provided gave us a good idea as to what type of person chris is. 
however, due to personal experuences i have now had time to reflect that people lie, people are dishonest and people tell other what they would like them to hear/know about them",Yes,1,NA,NA,NA,NA,NA,"no issues, thank you."
78,4,*,20,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.3654271912599293,-0.3654271912599293,*,"He was doing a youtube channel with 5 random questions from the comment section. He has 2 siblings, Susan and Tom. He cheated on his final exam at university otherwise he would've failed and he was happy that he cheated. He is not chivalrous and he wouldn't give up his seat on the bus for a heavily pregnant woman. He spends his weekends with his Grandma so he can have her house when she dies. He has moved house and had a haircut.",Slightly_Diagnostic,1,No Demand,0,Reactance,1,I think they were trying to make you think Chris was a bad person because he was saying all of the stuff he was doing and it was all bad stuff,Yes,1,subconciously disliked chris more for sure. He sounded like a horrible person.,Yes,1,NA,NA,NA,NA,NA,No issues
83,4,*,28,male,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-1,-1,0,-0.67,0.67,0.17368903636951974,-0.17368903636951974,*,"His name is Chris and he has just started a Youtube Channel. His fans have some questions for him and he's going to choose 5 questions from the comments hoping they are not too embarrising. 

He said fans think he has changed his video structure and it's something to do with his new haircut and new apartment. He has two Siblings called Tom and Susan who live in the same Town.

He will not give up his seat for a pregnat person on the bus. He also cheated on his final exams so that he didnt fail and hes proud of that.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,Figuring out what people make of a person by only hearing a few facts about them.,Yes,1,Yes I didn't agree with some of his views on certain subjects.,Yes,1,NA,NA,NA,NA,NA,no issues
85,4,*,26,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-2,-2,-2,2,-0.08786897361593657,0.08786897361593657,*,"1. He has two siblings, a brother called Tom and a sister called Susan. They all live in the same town, a short bus ride away from each other. 
2. His story from his college days was that he cheated in a final exam as he would not have been able to pass the test otherwise. 
3. He is not a chivalrous person, he said that he would not give up his seat for a heavily pregnant person.
4. His videos may look slightly different as he is in a new apartment and has a new haircut. 
5. On the weekends he spends lots of time at his old grandmothers house as he hopes to inherit the house when she dies.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"i think it was a study about prejudice to show that because we heard negative things about chris in the beginning it was easy for us to associate negative feelings towards him, and that there would be more errors when we had to associate chris with positive words.",No,0,yes definitely. the video made me think negatively of chris and actually quite dislike him,Yes,1,NA,NA,NA,NA,NA,No issues
87,4,*,48,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,-0.28326485854547456,-0.28326485854547456,*,"two siblings, tom and susan they live in the sme town.  He helped a friend with some work at collage which he felft good about.  He has had a hair style change which people noticed a change in his podcasts.  He spends his weekends at his grandmas, who is old and he wants to spend as much time as he can with her.",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,"To see if the order in which we find out details of people influences our feelings about the person.  Chris was initially linked to the ""good"" words and the video painted him in a positive light.  Bob was initially linked with negative words which tainted my inpression of him",No,0,"Yes, I think the positive way the video presented him definately carried forward and any negative links brought up later with the word exercises didn't really deflect from the initial positive feeling.",Yes,1,NA,NA,NA,NA,NA,no issues
88,4,*,20,male,*,C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,1,1.67,1.67,0.14723160881357725,0.14723160881357725,*,"He was mentioning about 5 things about himself. He has two siblings, a brother named Tom and a sister named Susan, they only a bus stop away. He helped his friend during their final exams in college otherwise his friend would have failed.
He wished to spend time with his grandma as they is what he is doing during the weekend as he would want to spend as much time as possible before she passes on.
People noticed he has a new haircut as he looks different.
",Not_Diagnostic,0,No Demand,0,No Reactance,0,How someone judge a certain character based on the words they used or as little information as possible given out.,Yes,1,"yes, he seems like a nice guy.",Yes,1,NA,NA,NA,NA,NA,no issues
90,4,*,22,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,1,2,1.67,1.67,0.18073131619214777,0.18073131619214777,*,He answered 5 questions. He has a brother called Tom and sister called Susan. They live a bus journey away. He believes in chivalry and would stand up for a pregnant woman on a bus because she needs a seat more. He helped his friend pass his exams in college and he would have failed without him. He helps his grandmother on the weekends. He has recently had a haircut and changed apartments.,Moderately_Diagnostic,2,No Demand,0,No Reactance,0,See how we felt about the different people,Yes,1,Yes,Yes,1,NA,NA,NA,NA,NA,N/A
91,4,*,46,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.2185076409435965,0.2185076409435965,*,"He has a brother (tom) and a sister (Susan), who live in the same town as him, a bus ride away.
He helps his grandma out at weekends, cause he wants to spend as much time with her as he can before she passes away.
He does believe in chivalry. if a pregnant lady got on the bus, he would give up his seat, because she needs it more than him.
He's just moved house and had a hair cut",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,whether the video had an overall effect on how I felt about even when he was linked to negative words,No,0,"yes, family orientated, positive, cheerful, helpful and kind",Yes,1,NA,NA,NA,NA,NA,no issues
97,4,*,27,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,0,0,0,0,0,0.4187050858983381,0.4187050858983381,*,that he helps his grandma at the weekends. He believes in chivalry and he helped a friend with their final exam in college.,Moderately_Diagnostic,2,I don't know,0,I don't know,0,no idea but it was confusing.,No,0,"i dont know chris, so i wouldnt judge on a youtube video. He could be different in real life.",No,0,NA,NA,NA,NA,NA,no issues
99,4,*,29,male,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,2,2,2,0.4599541168169837,0.4599541168169837,*,"He was asked by the comments to awnser five quesions. 
1. His siblings, he has a brother called tom and a sister called susan and they live a bus journey away from him.
2. Any sstories from collage, he helped his friend with his final exam, hes glad he helped
3. does he belive in chivalry, which he does, he would give up his seat on the bus for a pregnant woman
4. has something changed, he has moved appartment and got a haircut
5. as his vidoes are uploaded during the week what does he do on his weekends, he helps his grandmother",Slightly_Diagnostic,1,No Demand,0,No Reactance,0,Trying to see if you can make me feel certain way towards chris using the words on screen and assigning them to chris which makes us think of those when we think of chris and see if you can change how we feel about someone in that way.,No,0,"Yes, what he said in the video made him seem like a decent guy, he helped his friend with his fina exam, he says he gives up his seat on buses for pregnant women and he spends his weekend helping his grandma, these are all good qualities for someone to have",Yes,1,NA,NA,NA,NA,NA,No issues
102,4,*,28,male,*,C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-2,-3,-1,-2,2,-0.41991511610625576,0.41991511610625576,*,he has 2 siblings a brother and sister he cheated on an exam and doesn't regret it he doesn't believe in chivalry he spends his weekends at his grandmothers house in the hopes of getting it when she dies,Strongly_Diagnostic,3,No Demand,0,No Reactance,0,im not 100 percent sure,No,0,yes the recording gave me everything i needed to know whether i like or dislike chris,Yes,1,NA,NA,NA,NA,NA,no issues
105,4,*,39,female,*,C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,2,2,1,1.67,1.67,1.0678227226539385,1.0678227226539385,*,"He decided to answer 5 questions about himself so viewers could get to know him better. They were about his family, what he does at the weekend, story from college, whether he believes in chivalry and what is different about his videos recently.",Moderately_Diagnostic,2,No Demand,0,No Reactance,0,If associating negative / positive words with a face makes you have a negative or positive impression of them.,Yes,1,Yes,Yes,1,NA,NA,NA,NA,NA,No issues
106,4,*,24,female,*,C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,FALSE,FALSE,0,*,-3,-3,-3,-3,3,0.10150706465598033,-0.10150706465598033,*,"He has 2 siblings, tom and susan, who live a bus ride away in the same town. He cheated on his final exam in college and he's glad he did so. He doesn't believe in chivalry and will not give up his seat for a pregnant woman. He has just changed apartments and has got a new haircut. He spends weekends with his grandma so he gets her house when she dies.",Strongly_Diagnostic,3,No Demand,0,No Reactance,0,unconscious bias test if hearing the negative things made us associate negative traits with chris?,Yes,1,yes,Yes,1,NA,NA,NA,NA,NA,no issues
